"regionname","species","location","locationtype","cuid","parameter","datavalue"
"Central Coast","Lake sockeye","Kwakwa Creek","Conservation Unit","575","survey_coverage","0"
"Central Coast","Lake sockeye","Kwakwa Creek","Conservation Unit","575","survey_execution","0"
"Central Coast","Lake sockeye","Kwakwa Creek","Conservation Unit","575","survey_quality","0"
"Central Coast","Lake sockeye","Lewis Creek","Conservation Unit","576","catch_quality","0"
"Central Coast","Lake sockeye","Lewis Creek","Conservation Unit","576","dq_score","0"
"Central Coast","Lake sockeye","Lewis Creek","Conservation Unit","576","survey_coverage","0"
"Central Coast","Lake sockeye","Lewis Creek","Conservation Unit","576","survey_execution","0"
"Central Coast","Lake sockeye","Lewis Creek","Conservation Unit","576","survey_quality","0"
"Central Coast","Lake sockeye","Limestone Creek","Conservation Unit","577","catch_quality","0"
"Central Coast","Lake sockeye","Limestone Creek","Conservation Unit","577","dq_score","0"
"Central Coast","Lake sockeye","Limestone Creek","Conservation Unit","577","survey_coverage","0"
"Central Coast","Lake sockeye","Limestone Creek","Conservation Unit","577","survey_execution","0"
"Central Coast","Lake sockeye","Limestone Creek","Conservation Unit","577","survey_quality","0"
"Central Coast","Lake sockeye","Long","Conservation Unit","524","catch_quality","2"
"Central Coast","Lake sockeye","Long","Conservation Unit","524","dq_score","10"
"Central Coast","Lake sockeye","Long","Conservation Unit","524","survey_coverage","5"
"Central Coast","Lake sockeye","Long","Conservation Unit","524","survey_execution","2"
"Central Coast","Lake sockeye","Long","Conservation Unit","524","survey_quality","1"
"Central Coast","Lake sockeye","Lowe/Simpson/Weir","Conservation Unit","578","catch_quality","2"
"Central Coast","Lake sockeye","Lowe/Simpson/Weir","Conservation Unit","578","dq_score","11"
"Central Coast","Lake sockeye","Lowe/Simpson/Weir","Conservation Unit","578","survey_coverage","5"
"Central Coast","Lake sockeye","Lowe/Simpson/Weir","Conservation Unit","578","survey_execution","4"
"Central Coast","Lake sockeye","Lowe/Simpson/Weir","Conservation Unit","578","survey_quality","0"
"Central Coast","Lake sockeye","Mary Cove Creek","Conservation Unit","579","catch_quality","2"
"Central Coast","Lake sockeye","Mary Cove Creek","Conservation Unit","579","dq_score","8"
"Central Coast","Lake sockeye","Mary Cove Creek","Conservation Unit","579","survey_coverage","5"
"Central Coast","Lake sockeye","Mary Cove Creek","Conservation Unit","579","survey_execution","1"
"Central Coast","Lake sockeye","Mary Cove Creek","Conservation Unit","579","survey_quality","0"
"Central Coast","Lake sockeye","Mcdonald Creek","Conservation Unit","580","catch_quality","0"
"Central Coast","Lake sockeye","Mcdonald Creek","Conservation Unit","580","dq_score","0"
"Central Coast","Lake sockeye","Mcdonald Creek","Conservation Unit","580","survey_coverage","0"
"Central Coast","Lake sockeye","Mcdonald Creek","Conservation Unit","580","survey_execution","0"
"Central Coast","Lake sockeye","Mcdonald Creek","Conservation Unit","580","survey_quality","0"
"Central Coast","Lake sockeye","Mcloughlin","Conservation Unit","581","catch_quality","0"
"Central Coast","Lake sockeye","Mcloughlin","Conservation Unit","581","dq_score","0"
"Central Coast","Lake sockeye","Mcloughlin","Conservation Unit","581","survey_coverage","0"
"Central Coast","Lake sockeye","Mcloughlin","Conservation Unit","581","survey_execution","0"
"Central Coast","Lake sockeye","Mcloughlin","Conservation Unit","581","survey_quality","0"
"Central Coast","Lake sockeye","Mikado","Conservation Unit","582","catch_quality","2"
"Central Coast","Lake sockeye","Mikado","Conservation Unit","582","dq_score","10"
"Central Coast","Lake sockeye","Mikado","Conservation Unit","582","survey_coverage","5"
"Central Coast","Lake sockeye","Mikado","Conservation Unit","582","survey_execution","3"
"Central Coast","Lake sockeye","Mikado","Conservation Unit","582","survey_quality","0"
"Central Coast","Lake sockeye","Monckton Inlet Creek","Conservation Unit","583","catch_quality","0"
"Central Coast","Lake sockeye","Monckton Inlet Creek","Conservation Unit","583","dq_score","0"
"Central Coast","Lake sockeye","Monckton Inlet Creek","Conservation Unit","583","survey_coverage","0"
"Central Coast","Lake sockeye","Monckton Inlet Creek","Conservation Unit","583","survey_execution","0"
"Central Coast","Lake sockeye","Monckton Inlet Creek","Conservation Unit","583","survey_quality","0"
"Central Coast","Lake sockeye","Namu","Conservation Unit","584","catch_quality","2"
"Central Coast","Lake sockeye","Namu","Conservation Unit","584","dq_score","12"
"Central Coast","Lake sockeye","Namu","Conservation Unit","584","survey_coverage","5"
"Central Coast","Lake sockeye","Namu","Conservation Unit","584","survey_execution","3"
"Central Coast","Lake sockeye","Namu","Conservation Unit","584","survey_quality","2"
"Central Coast","Lake sockeye","Owikeno","Conservation Unit","525","catch_quality","2"
"Central Coast","Lake sockeye","Owikeno","Conservation Unit","525","dq_score","10"
"Central Coast","Lake sockeye","Owikeno","Conservation Unit","525","survey_coverage","3"
"Central Coast","Lake sockeye","Owikeno","Conservation Unit","525","survey_execution","4"
"Central Coast","Lake sockeye","Owikeno","Conservation Unit","525","survey_quality","1"
"Central Coast","Lake sockeye","Pine River","Conservation Unit","539","catch_quality","0"
"Central Coast","Lake sockeye","Pine River","Conservation Unit","539","dq_score","0"
"Central Coast","Lake sockeye","Pine River","Conservation Unit","539","survey_coverage","0"
"Central Coast","Lake sockeye","Pine River","Conservation Unit","539","survey_execution","0"
"Central Coast","Lake sockeye","Pine River","Conservation Unit","539","survey_quality","0"
"Central Coast","Lake sockeye","Port John","Conservation Unit","585","catch_quality","2"
"Central Coast","Lake sockeye","Port John","Conservation Unit","585","dq_score","14"
"Central Coast","Lake sockeye","Port John","Conservation Unit","585","survey_coverage","5"
"Central Coast","Lake sockeye","Port John","Conservation Unit","585","survey_execution","5"
"Central Coast","Lake sockeye","Port John","Conservation Unit","585","survey_quality","2"
"Central Coast","Lake sockeye","Powles Creek","Conservation Unit","586","catch_quality","0"
"Central Coast","Lake sockeye","Powles Creek","Conservation Unit","586","dq_score","0"
"Central Coast","Lake sockeye","Powles Creek","Conservation Unit","586","survey_coverage","0"
"Central Coast","Lake sockeye","Powles Creek","Conservation Unit","586","survey_execution","0"
"Central Coast","Lake sockeye","Powles Creek","Conservation Unit","586","survey_quality","0"
"Central Coast","Lake sockeye","Price Creek","Conservation Unit","587","catch_quality","0"
"Central Coast","Lake sockeye","Price Creek","Conservation Unit","587","dq_score","0"
"Central Coast","Lake sockeye","Price Creek","Conservation Unit","587","survey_coverage","0"
"Central Coast","Lake sockeye","Price Creek","Conservation Unit","587","survey_execution","0"
"Central Coast","Lake sockeye","Price Creek","Conservation Unit","587","survey_quality","0"
"Central Coast","Lake sockeye","Roderick","Conservation Unit","588","catch_quality","2"
"Central Coast","Lake sockeye","Roderick","Conservation Unit","588","dq_score","12"
"Central Coast","Lake sockeye","Roderick","Conservation Unit","588","survey_coverage","5"
"Central Coast","Lake sockeye","Roderick","Conservation Unit","588","survey_execution","4"
"Central Coast","Lake sockeye","Roderick","Conservation Unit","588","survey_quality","1"
"Central Coast","Lake sockeye","Ryan Creek","Conservation Unit","589","catch_quality","0"
"Central Coast","Lake sockeye","Ryan Creek","Conservation Unit","589","dq_score","0"
"Central Coast","Lake sockeye","Ryan Creek","Conservation Unit","589","survey_coverage","0"
"Central Coast","Lake sockeye","Ryan Creek","Conservation Unit","589","survey_execution","0"
"Central Coast","Lake sockeye","Ryan Creek","Conservation Unit","589","survey_quality","0"
"Central Coast","Lake sockeye","Salter","Conservation Unit","590","catch_quality","0"
"Central Coast","Lake sockeye","Salter","Conservation Unit","590","dq_score","0"
"Central Coast","Lake sockeye","Salter","Conservation Unit","590","survey_coverage","0"
"Central Coast","Lake sockeye","Salter","Conservation Unit","590","survey_execution","0"
"Central Coast","Lake sockeye","Salter","Conservation Unit","590","survey_quality","0"
"Central Coast","Lake sockeye","Scoular/Kilpatrick","Conservation Unit","591","catch_quality","0"
"Central Coast","Lake sockeye","Scoular/Kilpatrick","Conservation Unit","591","dq_score","0"
"Central Coast","Lake sockeye","Scoular/Kilpatrick","Conservation Unit","591","survey_coverage","0"
"Central Coast","Lake sockeye","Scoular/Kilpatrick","Conservation Unit","591","survey_execution","0"
"Central Coast","Lake sockeye","Scoular/Kilpatrick","Conservation Unit","591","survey_quality","0"
"Central Coast","Lake sockeye","Sheneeza Inlet","Conservation Unit","592","catch_quality","0"
"Central Coast","Lake sockeye","Sheneeza Inlet","Conservation Unit","592","dq_score","0"
"Central Coast","Lake sockeye","Sheneeza Inlet","Conservation Unit","592","survey_coverage","0"
"Central Coast","Lake sockeye","Sheneeza Inlet","Conservation Unit","592","survey_execution","0"
"Central Coast","Lake sockeye","Sheneeza Inlet","Conservation Unit","592","survey_quality","0"
"Central Coast","Lake sockeye","Ship Point Creek","Conservation Unit","593","catch_quality","0"
"Central Coast","Lake sockeye","Ship Point Creek","Conservation Unit","593","dq_score","0"
"Central Coast","Lake sockeye","Ship Point Creek","Conservation Unit","593","survey_coverage","0"
"Central Coast","Lake sockeye","Ship Point Creek","Conservation Unit","593","survey_execution","0"
"Central Coast","Lake sockeye","Ship Point Creek","Conservation Unit","593","survey_quality","0"
"Central Coast","Lake sockeye","Soda Creek","Conservation Unit","530","catch_quality","0"
"Central Coast","Lake sockeye","Soda Creek","Conservation Unit","530","dq_score","0"
"Central Coast","Lake sockeye","Soda Creek","Conservation Unit","530","survey_coverage","0"
"Central Coast","Lake sockeye","Soda Creek","Conservation Unit","530","survey_execution","0"
"Central Coast","Lake sockeye","Soda Creek","Conservation Unit","530","survey_quality","0"
"Central Coast","Lake sockeye","South Atnarko Lakes","Conservation Unit","528","catch_quality","2"
"Central Coast","Lake sockeye","South Atnarko Lakes","Conservation Unit","528","dq_score","13"
"Central Coast","Lake sockeye","South Atnarko Lakes","Conservation Unit","528","survey_coverage","5"
"Central Coast","Lake sockeye","South Atnarko Lakes","Conservation Unit","528","survey_execution","5"
"Central Coast","Lake sockeye","South Atnarko Lakes","Conservation Unit","528","survey_quality","1"
"Central Coast","Lake sockeye","Spencer Creek","Conservation Unit","594","catch_quality","0"
"Central Coast","Lake sockeye","Spencer Creek","Conservation Unit","594","dq_score","0"
"Central Coast","Lake sockeye","Spencer Creek","Conservation Unit","594","survey_coverage","0"
"Central Coast","Lake sockeye","Spencer Creek","Conservation Unit","594","survey_execution","0"
"Central Coast","Lake sockeye","Spencer Creek","Conservation Unit","594","survey_quality","0"
"Central Coast","Lake sockeye","Stannard Creek","Conservation Unit","595","catch_quality","0"
"Central Coast","Lake sockeye","Stannard Creek","Conservation Unit","595","dq_score","0"
"Central Coast","Lake sockeye","Stannard Creek","Conservation Unit","595","survey_coverage","0"
"Central Coast","Lake sockeye","Stannard Creek","Conservation Unit","595","survey_execution","0"
"Central Coast","Lake sockeye","Stannard Creek","Conservation Unit","595","survey_quality","0"
"Central Coast","Lake sockeye","Talamoosa Creek","Conservation Unit","596","catch_quality","0"
"Central Coast","Lake sockeye","Talamoosa Creek","Conservation Unit","596","dq_score","0"
"Central Coast","Lake sockeye","Talamoosa Creek","Conservation Unit","596","survey_coverage","0"
"Central Coast","Lake sockeye","Talamoosa Creek","Conservation Unit","596","survey_execution","0"
"Central Coast","Lake sockeye","Talamoosa Creek","Conservation Unit","596","survey_quality","0"
"Central Coast","Lake sockeye","Tankeeah River","Conservation Unit","597","catch_quality","2"
"Central Coast","Lake sockeye","Tankeeah River","Conservation Unit","597","dq_score","10"
"Central Coast","Lake sockeye","Tankeeah River","Conservation Unit","597","survey_coverage","5"
"Central Coast","Lake sockeye","Tankeeah River","Conservation Unit","597","survey_execution","2"
"Central Coast","Lake sockeye","Tankeeah River","Conservation Unit","597","survey_quality","1"
"Central Coast","Lake sockeye","Treneman Creek","Conservation Unit","598","catch_quality","0"
"Central Coast","Lake sockeye","Treneman Creek","Conservation Unit","598","dq_score","0"
"Central Coast","Lake sockeye","Treneman Creek","Conservation Unit","598","survey_coverage","0"
"Central Coast","Lake sockeye","Treneman Creek","Conservation Unit","598","survey_execution","0"
"Central Coast","Lake sockeye","Treneman Creek","Conservation Unit","598","survey_quality","0"
"Central Coast","Lake sockeye","Tsimtack/Moore/Roger","Conservation Unit","599","catch_quality","2"
"Central Coast","Lake sockeye","Tsimtack/Moore/Roger","Conservation Unit","599","dq_score","14"
"Central Coast","Lake sockeye","Tsimtack/Moore/Roger","Conservation Unit","599","survey_coverage","5"
"Central Coast","Lake sockeye","Tsimtack/Moore/Roger","Conservation Unit","599","survey_execution","5"
"Central Coast","Lake sockeye","Tsimtack/Moore/Roger","Conservation Unit","599","survey_quality","2"
"Central Coast","Lake sockeye","Tuno Creek East","Conservation Unit","600","catch_quality","0"
"Central Coast","Lake sockeye","Tuno Creek East","Conservation Unit","600","dq_score","0"
"Central Coast","Lake sockeye","Tuno Creek East","Conservation Unit","600","survey_coverage","0"
"Central Coast","Lake sockeye","Tuno Creek East","Conservation Unit","600","survey_execution","0"
"Central Coast","Lake sockeye","Tuno Creek East","Conservation Unit","600","survey_quality","0"
"Central Coast","Lake sockeye","Tuno Creek West","Conservation Unit","601","catch_quality","0"
"Central Coast","Lake sockeye","Tuno Creek West","Conservation Unit","601","dq_score","0"
"Central Coast","Lake sockeye","Tuno Creek West","Conservation Unit","601","survey_coverage","0"
"Central Coast","Lake sockeye","Tuno Creek West","Conservation Unit","601","survey_execution","0"
"Central Coast","Lake sockeye","Tuno Creek West","Conservation Unit","601","survey_quality","0"
"Central Coast","Lake sockeye","Tyler Creek","Conservation Unit","602","catch_quality","0"
"Central Coast","Lake sockeye","Tyler Creek","Conservation Unit","602","dq_score","0"
"Central Coast","Lake sockeye","Tyler Creek","Conservation Unit","602","survey_coverage","0"
"Central Coast","Lake sockeye","Tyler Creek","Conservation Unit","602","survey_execution","0"
"Central Coast","Lake sockeye","Tyler Creek","Conservation Unit","602","survey_quality","0"
"Central Coast","Lake sockeye","Wale Creek","Conservation Unit","603","catch_quality","0"
"Central Coast","Lake sockeye","Wale Creek","Conservation Unit","603","dq_score","0"
"Central Coast","Lake sockeye","Wale Creek","Conservation Unit","603","survey_coverage","0"
"Central Coast","Lake sockeye","Wale Creek","Conservation Unit","603","survey_execution","0"
"Central Coast","Lake sockeye","Wale Creek","Conservation Unit","603","survey_quality","0"
"Central Coast","Lake sockeye","Wannock (Owikeno)","Conservation Unit","527","catch_quality","0"
"Central Coast","Lake sockeye","Wannock (Owikeno)","Conservation Unit","527","dq_score","0"
"Central Coast","Lake sockeye","Wannock (Owikeno)","Conservation Unit","527","survey_coverage","0"
"Central Coast","Lake sockeye","Wannock (Owikeno)","Conservation Unit","527","survey_execution","0"
"Central Coast","Lake sockeye","Wannock (Owikeno)","Conservation Unit","527","survey_quality","0"
"Central Coast","Lake sockeye","Watt Bay","Conservation Unit","604","catch_quality","0"
"Central Coast","Lake sockeye","Watt Bay","Conservation Unit","604","dq_score","0"
"Central Coast","Lake sockeye","Watt Bay","Conservation Unit","604","survey_coverage","0"
"Central Coast","Lake sockeye","Watt Bay","Conservation Unit","604","survey_execution","0"
"Central Coast","Lake sockeye","Watt Bay","Conservation Unit","604","survey_quality","0"
"Central Coast","Lake sockeye","West Creek","Conservation Unit","605","catch_quality","0"
"Central Coast","Lake sockeye","West Creek","Conservation Unit","605","dq_score","0"
"Central Coast","Lake sockeye","West Creek","Conservation Unit","605","survey_coverage","0"
"Central Coast","Lake sockeye","West Creek","Conservation Unit","605","survey_execution","0"
"Central Coast","Lake sockeye","West Creek","Conservation Unit","605","survey_quality","0"
"Central Coast","Lake sockeye","Yaaklele Lagoon","Conservation Unit","606","catch_quality","0"
"Central Coast","Lake sockeye","Yaaklele Lagoon","Conservation Unit","606","dq_score","0"
"Central Coast","Lake sockeye","Yaaklele Lagoon","Conservation Unit","606","survey_coverage","0"
"Central Coast","Lake sockeye","Yaaklele Lagoon","Conservation Unit","606","survey_execution","0"
"Central Coast","Lake sockeye","Yaaklele Lagoon","Conservation Unit","606","survey_quality","0"
"Central Coast","Lake sockeye","Yeo","Conservation Unit","607","catch_quality","2"
"Central Coast","Lake sockeye","Yeo","Conservation Unit","607","dq_score","10"
"Central Coast","Lake sockeye","Yeo","Conservation Unit","607","survey_coverage","5"
"Central Coast","Lake sockeye","Yeo","Conservation Unit","607","survey_execution","3"
"Central Coast","Lake sockeye","Yeo","Conservation Unit","607","survey_quality","0"
"Central Coast","Pink (even)","Hecate Lowlands (even)","Conservation Unit","608","catch_quality","2"
"Central Coast","Pink (even)","Hecate Lowlands (even)","Conservation Unit","608","dq_score","9"
"Central Coast","Pink (even)","Hecate Lowlands (even)","Conservation Unit","608","survey_coverage","4"
"Central Coast","Pink (even)","Hecate Lowlands (even)","Conservation Unit","608","survey_execution","3"
"Central Coast","Pink (even)","Hecate Lowlands (even)","Conservation Unit","608","survey_quality","0"
"Central Coast","Pink (even)","Hecate Strait-Fjords (even)","Conservation Unit","609","catch_quality","2"
"Central Coast","Pink (even)","Hecate Strait-Fjords (even)","Conservation Unit","609","dq_score","10"
"Central Coast","Pink (even)","Hecate Strait-Fjords (even)","Conservation Unit","609","survey_coverage","4"
"Central Coast","Pink (even)","Hecate Strait-Fjords (even)","Conservation Unit","609","survey_execution","4"
"Central Coast","Pink (even)","Hecate Strait-Fjords (even)","Conservation Unit","609","survey_quality","0"
"Central Coast","Pink (odd)","Hecate Strait-Fjords (odd)","Conservation Unit","612","catch_quality","2"
"Central Coast","Pink (odd)","Hecate Strait-Fjords (odd)","Conservation Unit","612","dq_score","10"
"Central Coast","Pink (odd)","Hecate Strait-Fjords (odd)","Conservation Unit","612","survey_coverage","4"
"Central Coast","Pink (odd)","Hecate Strait-Fjords (odd)","Conservation Unit","612","survey_execution","3"
"Central Coast","Pink (odd)","Hecate Strait-Fjords (odd)","Conservation Unit","612","survey_quality","1"
"Central Coast","Pink (odd)","Hecate Strait-Lowlands (odd)","Conservation Unit","611","catch_quality","2"
"Central Coast","Pink (odd)","Hecate Strait-Lowlands (odd)","Conservation Unit","611","dq_score","9"
"Central Coast","Pink (odd)","Hecate Strait-Lowlands (odd)","Conservation Unit","611","survey_coverage","3"
"Central Coast","Pink (odd)","Hecate Strait-Lowlands (odd)","Conservation Unit","611","survey_execution","3"
"Central Coast","Pink (odd)","Hecate Strait-Lowlands (odd)","Conservation Unit","611","survey_quality","1"
"Central Coast","Pink (odd)","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","Conservation Unit","610","catch_quality","2"
"Central Coast","Pink (odd)","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","Conservation Unit","610","dq_score","5"
"Central Coast","Pink (odd)","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","Conservation Unit","610","survey_coverage","2"
"Central Coast","Pink (odd)","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","Conservation Unit","610","survey_execution","1"
"Central Coast","Pink (odd)","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","Conservation Unit","610","survey_quality","0"
"Central Coast","River sockeye","Northern Coastal Fjords (river-type)","Conservation Unit","614","catch_quality","0"
"Central Coast","River sockeye","Northern Coastal Fjords (river-type)","Conservation Unit","614","dq_score","0"
"Central Coast","River sockeye","Northern Coastal Fjords (river-type)","Conservation Unit","614","survey_coverage","0"
"Central Coast","River sockeye","Northern Coastal Fjords (river-type)","Conservation Unit","614","survey_execution","0"
"Central Coast","River sockeye","Northern Coastal Fjords (river-type)","Conservation Unit","614","survey_quality","0"
"Central Coast","River sockeye","Northern Coastal Streams (river-type)","Conservation Unit","615","catch_quality","0"
"Central Coast","River sockeye","Northern Coastal Streams (river-type)","Conservation Unit","615","dq_score","0"
"Central Coast","River sockeye","Northern Coastal Streams (river-type)","Conservation Unit","615","survey_coverage","0"
"Central Coast","River sockeye","Northern Coastal Streams (river-type)","Conservation Unit","615","survey_execution","0"
"Central Coast","River sockeye","Northern Coastal Streams (river-type)","Conservation Unit","615","survey_quality","0"
"Central Coast","River sockeye","Rivers-Smith Inlets (river-type)","Conservation Unit","613","catch_quality","0"
"Central Coast","River sockeye","Rivers-Smith Inlets (river-type)","Conservation Unit","613","dq_score","0"
"Central Coast","River sockeye","Rivers-Smith Inlets (river-type)","Conservation Unit","613","survey_coverage","0"
"Central Coast","River sockeye","Rivers-Smith Inlets (river-type)","Conservation Unit","613","survey_execution","0"
"Central Coast","River sockeye","Rivers-Smith Inlets (river-type)","Conservation Unit","613","survey_quality","0"
"Fraser","Chinook","Boundary Bay (Fall 4-1)","Conservation Unit","302","catch_quality","0"
"Fraser","Chinook","Boundary Bay (Fall 4-1)","Conservation Unit","302","dq_score","0"
"Fraser","Chinook","Boundary Bay (Fall 4-1)","Conservation Unit","302","survey_coverage","0"
"Fraser","Chinook","Boundary Bay (Fall 4-1)","Conservation Unit","302","survey_execution","0"
"Fraser","Chinook","Boundary Bay (Fall 4-1)","Conservation Unit","302","survey_quality","0"
"Fraser","Chinook","Fraser Canyon-Nahatlatch (Spring 5-2)","Conservation Unit","308","catch_quality","0"
"Fraser","Chinook","Fraser Canyon-Nahatlatch (Spring 5-2)","Conservation Unit","308","dq_score","0"
"Fraser","Chinook","Fraser Canyon-Nahatlatch (Spring 5-2)","Conservation Unit","308","survey_coverage","0"
"Fraser","Chinook","Fraser Canyon-Nahatlatch (Spring 5-2)","Conservation Unit","308","survey_execution","0"
"Fraser","Chinook","Fraser Canyon-Nahatlatch (Spring 5-2)","Conservation Unit","308","survey_quality","0"
"Fraser","Chinook","Lower Fraser River-Maria Slough (Summer 4-1)","Conservation Unit","307","catch_quality","0"
"Fraser","Chinook","Lower Fraser River-Maria Slough (Summer 4-1)","Conservation Unit","307","dq_score","0"
"Fraser","Chinook","Lower Fraser River-Maria Slough (Summer 4-1)","Conservation Unit","307","survey_coverage","0"
"Fraser","Chinook","Lower Fraser River-Maria Slough (Summer 4-1)","Conservation Unit","307","survey_execution","0"
"Fraser","Chinook","Lower Fraser River-Maria Slough (Summer 4-1)","Conservation Unit","307","survey_quality","0"
"Fraser","Chinook","Lower Fraser River-Upper Pitt (Summer 5-2)","Conservation Unit","305","catch_quality","0"
"Fraser","Chinook","Lower Fraser River-Upper Pitt (Summer 5-2)","Conservation Unit","305","dq_score","0"
"Fraser","Chinook","Lower Fraser River-Upper Pitt (Summer 5-2)","Conservation Unit","305","survey_coverage","0"
"Fraser","Chinook","Lower Fraser River-Upper Pitt (Summer 5-2)","Conservation Unit","305","survey_execution","0"
"Fraser","Chinook","Lower Fraser River-Upper Pitt (Summer 5-2)","Conservation Unit","305","survey_quality","0"
"Fraser","Chinook","Lower Fraser River (Fall 4-1)","Conservation Unit","303","catch_quality","0"
"Fraser","Chinook","Lower Fraser River (Fall 4-1)","Conservation Unit","303","dq_score","14"
"Fraser","Chinook","Lower Fraser River (Fall 4-1)","Conservation Unit","303","survey_coverage","5"
"Fraser","Chinook","Lower Fraser River (Fall 4-1)","Conservation Unit","303","survey_execution","5"
"Fraser","Chinook","Lower Fraser River (Fall 4-1)","Conservation Unit","303","survey_quality","4"
"Fraser","Chinook","Lower Fraser River (Spring 5-2)","Conservation Unit","304","catch_quality","0"
"Fraser","Chinook","Lower Fraser River (Spring 5-2)","Conservation Unit","304","dq_score","8"
"Fraser","Chinook","Lower Fraser River (Spring 5-2)","Conservation Unit","304","survey_coverage","1"
"Fraser","Chinook","Lower Fraser River (Spring 5-2)","Conservation Unit","304","survey_execution","5"
"Fraser","Chinook","Lower Fraser River (Spring 5-2)","Conservation Unit","304","survey_quality","2"
"Fraser","Chinook","Lower Fraser River (Summer 5-2)","Conservation Unit","306","catch_quality","0"
"Fraser","Chinook","Lower Fraser River (Summer 5-2)","Conservation Unit","306","dq_score","0"
"Fraser","Chinook","Lower Fraser River (Summer 5-2)","Conservation Unit","306","survey_coverage","0"
"Fraser","Chinook","Lower Fraser River (Summer 5-2)","Conservation Unit","306","survey_execution","0"
"Fraser","Chinook","Lower Fraser River (Summer 5-2)","Conservation Unit","306","survey_quality","0"
"Fraser","Chinook","Lower Thompson River (Spring 4-2)","Conservation Unit","317","catch_quality","0"
"Fraser","Chinook","Lower Thompson River (Spring 4-2)","Conservation Unit","317","dq_score","13"
"Fraser","Chinook","Lower Thompson River (Spring 4-2)","Conservation Unit","317","survey_coverage","5"
"Fraser","Chinook","Lower Thompson River (Spring 4-2)","Conservation Unit","317","survey_execution","5"
"Fraser","Chinook","Lower Thompson River (Spring 4-2)","Conservation Unit","317","survey_quality","3"
"Fraser","Chinook","Middle Fraser River-Portage (Fall 5-2)","Conservation Unit","309","catch_quality","0"
"Fraser","Chinook","Middle Fraser River-Portage (Fall 5-2)","Conservation Unit","309","dq_score","0"
"Fraser","Chinook","Middle Fraser River-Portage (Fall 5-2)","Conservation Unit","309","survey_coverage","0"
"Fraser","Chinook","Middle Fraser River-Portage (Fall 5-2)","Conservation Unit","309","survey_execution","0"
"Fraser","Chinook","Middle Fraser River-Portage (Fall 5-2)","Conservation Unit","309","survey_quality","0"
"Fraser","Chinook","Middle Fraser River (Spring 5-2)","Conservation Unit","310","catch_quality","0"
"Fraser","Chinook","Middle Fraser River (Spring 5-2)","Conservation Unit","310","dq_score","7"
"Fraser","Chinook","Middle Fraser River (Spring 5-2)","Conservation Unit","310","survey_coverage","0"
"Fraser","Chinook","Middle Fraser River (Spring 5-2)","Conservation Unit","310","survey_execution","5"
"Fraser","Chinook","Middle Fraser River (Spring 5-2)","Conservation Unit","310","survey_quality","2"
"Fraser","Chinook","Middle Fraser River (Summer 5-2)","Conservation Unit","311","catch_quality","0"
"Fraser","Chinook","Middle Fraser River (Summer 5-2)","Conservation Unit","311","dq_score","8"
"Fraser","Chinook","Middle Fraser River (Summer 5-2)","Conservation Unit","311","survey_coverage","1"
"Fraser","Chinook","Middle Fraser River (Summer 5-2)","Conservation Unit","311","survey_execution","4"
"Fraser","Chinook","Middle Fraser River (Summer 5-2)","Conservation Unit","311","survey_quality","3"
"Fraser","Chinook","North Thompson River (Spring 5-2)","Conservation Unit","318","catch_quality","0"
"Fraser","Chinook","North Thompson River (Spring 5-2)","Conservation Unit","318","dq_score","9"
"Fraser","Chinook","North Thompson River (Spring 5-2)","Conservation Unit","318","survey_coverage","1"
"Fraser","Chinook","North Thompson River (Spring 5-2)","Conservation Unit","318","survey_execution","5"
"Fraser","Chinook","North Thompson River (Spring 5-2)","Conservation Unit","318","survey_quality","3"
"Fraser","Chinook","North Thompson River (Summer 5-2)","Conservation Unit","319","catch_quality","0"
"Fraser","Chinook","North Thompson River (Summer 5-2)","Conservation Unit","319","dq_score","10"
"Fraser","Chinook","North Thompson River (Summer 5-2)","Conservation Unit","319","survey_coverage","3"
"Fraser","Chinook","North Thompson River (Summer 5-2)","Conservation Unit","319","survey_execution","5"
"Fraser","Chinook","North Thompson River (Summer 5-2)","Conservation Unit","319","survey_quality","2"
"Fraser","Chinook","Shuswap River (Summer 4-1)","Conservation Unit","315","catch_quality","0"
"Fraser","Chinook","Shuswap River (Summer 4-1)","Conservation Unit","315","dq_score","14"
"Fraser","Chinook","Shuswap River (Summer 4-1)","Conservation Unit","315","survey_coverage","5"
"Fraser","Chinook","Shuswap River (Summer 4-1)","Conservation Unit","315","survey_execution","5"
"Fraser","Chinook","Shuswap River (Summer 4-1)","Conservation Unit","315","survey_quality","4"
"Fraser","Chinook","South Thompson-Adams River Upper","Conservation Unit","333","catch_quality","0"
"Fraser","Chinook","South Thompson-Adams River Upper","Conservation Unit","333","dq_score","0"
"Fraser","Chinook","South Thompson-Adams River Upper","Conservation Unit","333","survey_coverage","0"
"Fraser","Chinook","South Thompson-Adams River Upper","Conservation Unit","333","survey_execution","0"
"Fraser","Chinook","South Thompson-Adams River Upper","Conservation Unit","333","survey_quality","0"
"Fraser","Chinook","South Thompson River-Bessette Creek (Summer 4-2)","Conservation Unit","316","catch_quality","0"
