Area,Species,PFMA,CU or PFMA or aggregate,CUs caught in PFMA,Source,Year,EFS,Spawner,Returns,ExplRate,Catch,Ret0.1,Ret0.2,Ret1.1,Ret0.3,Ret1.2,Ret2.1,Ret0.4,Ret1.3,Ret2.2,Ret0.5,Ret1.4,Ret2.3,Ret0.6,Ret2.4,NRec0.1,NRec0.2,NRec1.1,NRec0.3,NRec1.2,NRec2.1,NRec0.4,NRec1.3,NRec2.2,NRec0.5,NRec1.4,NRec2.3,NRec0.6,NRec2.4,NTotRec,R/S,R/EFS,Metadata source,Esc comm,Catch comm,Age comm,Prod comm,SQ,CQ,AQ,RQ,SQ notes,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1974,1479,,,,,,,,,,,,,,,,,,,,,206,,11541,,,476,,,,,,,12223,,8.26,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1975,1391,,,,,,,,,,,,,,,,,,,,,7,,5632,,,797,,,,,,,6436,,4.63,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1976,3976,,,,,,,,,,,,,,,,,,,,,56,,18539,,,1331,,,,,,,19926,,5.01,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1977,198,,,,,,,,,,,,,,,,,,,,,0,,2728,,,3189,,,,,,,5917,,29.88,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1978,1343,,,,,,,,,,,,,,,,,,,,,253,,11888,,,6562,,,,,,,18703,,13.93,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1979,693,,,,,,,,,,,,,,,,,,,,,0,,1183,,,1856,,,,,,,3039,,4.39,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1980,2056,,,,,,,,,,,,,,,,,,,,,112,,47827,,,3784,,,,,,,51723,,25.16,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1981,312,,,,,,,,,,,,,,,,,,,,,29,,7366,,,1244,,,,,,,8639,,27.69,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1982,1533,,,,,,,,,,,,,,,,,,,,,0,,2509,,,1233,,,,,,,3742,,2.44,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1983,1821,,,,,,,,,,,,,,,,,,,,,38,,2855,,,1196,,,,,,,4089,,2.25,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1984,6701,,,,,,,,,,,,,,,,,,,,,325,,32692,,,14038,,,,,,,47055,,7.02,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1985,1922,,,,,,,,,,,,,,,,,,,,,7,,2830,,,1591,,,,,,,4428,,2.3,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1986,1080,,,,,,,,,,,,,,,,,,,,,0,,2902,,,111,,,,,,,3013,,2.79,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1987,723,,,,,,,,,,,,,,,,,,,,,0,,1399,,,2421,,,,,,,3820,,5.28,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1988,9207,,,,,,,,,,,,,,,,,,,,,0,,41783,,,8304,,,,,,,50087,,5.44,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1989,925,,,,,,,,,,,,,,,,,,,,,7,,7357,,,3935,,,,,,,11299,,12.22,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1990,412,,,,,,,,,,,,,,,,,,,,,0,,1610,,,934,,,,,,,2544,,6.17,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1991,264,,,,,,,,,,,,,,,,,,,,,0,,908,,,553,,,,,,,1461,,5.53,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1992,4112,,,,,,,,,,,,,,,,,,,,,6,,65321,,,2024,,,,,,,67351,,16.38,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1993,2934,,,,,,,,,,,,,,,,,,,,,24,,22386,,,10727,,,,,,,33137,,11.29,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1994,800,,,,,,,,,,,,,,,,,,,,,0,,4738,,,22745,,,,,,,27483,,34.35,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1995,682,,,,,,,,,,,,,,,,,,,,,41,,22745,,,4484,,,,,,,27270,,39.99,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1996,21381,,,,,,,,,,,,,,,,,,,,,0,,89315,,,22684,,,,,,,111999,,5.24,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1997,2367,,,,,,,,,,,,,,,,,,,,,0,,25983,,,25281,,,,,,,51264,,21.66,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1998,3585,,,,,,,,,,,,,,,,,,,,,8,,4905,,,11325,,,,,,,16238,,4.53,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,1999,3499,,,,,,,,,,,,,,,,,,,,,92,,26426,,,34631,,,,,,,61149,,17.48,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,2000,27668,,,,,,,,,,,,,,,,,,,,,53,,107671,,,7672,,,,,,,115396,,4.17,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,2,3,2.75,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,2001,16025,,,,,,,,,,,,,,,,,,,,,0,,79275,,,16425,,,,,,,95700,,5.97,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,3,3,3,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,2002,8402,,,,,,,,,,,,,,,,,,,,,45,,21369,,,21419,,,,,,,42833,,5.1,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,3,3,3,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,2003,4890,,,,,,,,,,,,,,,,,,,,,0,,2439,,,5930,,,,,,,8369,,1.71,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,3,3,3,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,2004,3244,,,,,,,,,,,,,,,,,,,,,4,,39136,,,8951,,,,,,,48091,,14.82,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,3,3,3,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,2005,16967,,,,,,,,,,,,,,,,,,,,,0,,6515,,,2454,,,,,,,8969,,0.53,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,3,3,3,,,,,,,
BC,Sockeye,,Kamloops_Early Summer,,Sue Grant July 2014,2006,3442,,,,,,,,,,,,,,,,,,,,,0,,7182,,,9666,,,,,,,16848,,4.89,Grant et al. (2011),"Esc. enumeration:assessed using a combination of mark recapture and visual survey methods, with mark recaptures generally conducted during years of larger abundance.",,,,3,3,3,3,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1950,41370,,,,,,,,,,,,,,,,,,,,,13166,,183919,,,30830,,,,,,,227915,,5.51,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,Default: Very Good (4.0),,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1951,13589,,,,,,,,,,,,,,,,,,,,,31161,,107397,,,66404,,,,,,,204962,,15.08,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1952,24744,,,,,,,,,,,,,,,,,,,,,14902,,180787,,,33154,,,,,,,228843,,9.25,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1953,16287,,,,,,,,,,,,,,,,,,,,,8205,,102206,,,16671,,,,,,,127082,,7.8,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1954,8635,,,,,,,,,,,,,,,,,,,,,12671,,128222,,,17949,,,,,,,158842,,18.4,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1955,8185,,,,,,,,,,,,,,,,,,,,,35100,,221160,,,7193,,,,,,,263453,,32.19,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1956,27156,,,,,,,,,,,,,,,,,,,,,20500,,209127,,,42071,,,,,,,271698,,10.01,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1957,7068,,,,,,,,,,,,,,,,,,,,,3587,,37495,,,5340,,,,,,,46422,,6.57,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1958,5510,,,,,,,,,,,,,,,,,,,,,21115,,74626,,,11443,,,,,,,107184,,19.45,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1959,11388,,,,,,,,,,,,,,,,,,,,,26205,,188393,,,36763,,,,,,,251361,,22.07,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1960,19198,,,,,,,,,,,,,,,,,,,,,28566,,119526,,,10607,,,,,,,158699,,8.27,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1961,10550,,,,,,,,,,,,,,,,,,,,,21891,,67104,,,17364,,,,,,,106359,,10.08,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1962,14311,,,,,,,,,,,,,,,,,,,,,21342,,66117,,,8304,,,,,,,95763,,6.69,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1963,20769,,,,,,,,,,,,,,,,,,,,,95525,,281641,,,48565,,,,,,,425731,,20.5,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1964,27978,,,,,,,,,,,,,,,,,,,,,39236,,225898,,,85137,,,,,,,350271,,12.52,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1965,9769,,,,,,,,,,,,,,,,,,,,,30602,,109033,,,14770,,,,,,,154405,,15.81,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1966,13462,,,,,,,,,,,,,,,,,,,,,56603,,155016,,,61319,,,,,,,272938,,20.27,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1967,17580,,,,,,,,,,,,,,,,,,,,,54257,,365358,,,45896,,,,,,,465511,,26.48,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1968,31042,,,,,,,,,,,,,,,,,,,,,21213,,218223,,,35366,,,,,,,274802,,8.85,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1969,14324,,,,,,,,,,,,,,,,,,,,,73972,,451184,,,239195,,,,,,,764351,,53.36,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1970,19252,,,,,,,,,,,,,,,,,,,,,119108,,531214,,,30799,,,,,,,681121,,35.38,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1971,16143,,,,,,,,,,,,,,,,,,,,,62316,,245897,,,46347,,,,,,,354560,,21.96,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1972,26202,,,,,,,,,,,,,,,,,,,,,42841,,424942,,,46655,,,,,,,514438,,19.63,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1973,28374,,,,,,,,,,,,,,,,,,,,,44117,,140353,,,24973,,,,,,,209443,,7.38,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1974,85495,,,,,,,,,,,,,,,,,,,,,54695,,424633,,,207538,,,,,,,686866,,8.03,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1975,19653,,,,,,,,,,,,,,,,,,,,,9335,,80976,,,18616,,,,,,,108927,,5.54,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1976,50023,,,,,,,,,,,,,,,,,,,,,29279,,479356,,,84392,,,,,,,593027,,11.86,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1977,12799,,,,,,,,,,,,,,,,,,,,,15580,,287020,,,98126,,,,,,,400726,,31.31,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1978,48158,,,,,,,,,,,,,,,,,,,,,42233,,493542,,,117215,,,,,,,652990,,13.56,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1979,35168,,,,,,,,,,,,,,,,,,,,,13881,,273583,,,121177,,,,,,,408641,,11.62,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1980,32786,,,,,,,,,,,,,,,,,,,,,10131,,115564,,,36212,,,,,,,161907,,4.94,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1981,27175,,,,,,,,,,,,,,,,,,,,,4550,,105179,,,156430,,,,,,,266159,,9.79,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1982,72353,,,,,,,,,,,,,,,,,,,,,48333,,1471487,,,281339,,,,,,,1801159,,24.89,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1983,21069,,,,,,,,,,,,,,,,,,,,,15268,,625519,,,149561,,,,,,,790348,,37.51,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1984,23226,,,,,,,,,,,,,,,,,,,,,5918,,347631,,,86729,,,,,,,440278,,18.96,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1985,5757,,,,,,,,,,,,,,,,,,,,,12226,,123208,,,93098,,,,,,,228532,,39.7,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1986,197841,,,,,,,,,,,,,,,,,,,,,24019,,869228,,,315301,,,,,,,1208548,,6.11,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1987,89492,,,,,,,,,,,,,,,,,,,,,5671,,698300,,,279598,,,,,,,983569,,10.99,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1988,75537,,,,,,,,,,,,,,,,,,,,,29507,,200724,,,664723,,,,,,,894954,,11.85,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1989,15690,,,,,,,,,,,,,,,,,,,,,36435,,935181,,,173958,,,,,,,1145574,,73.01,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1990,97108,,,,,,,,,,,,,,,,,,,,,10179,,200407,,,24968,,,,,,,235554,,2.43,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1991,152077,,,,,,,,,,,,,,,,,,,,,244,,55270,,,61746,,,,,,,117260,,0.77,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1992,93445,,,,,,,,,,,,,,,,,,,,,3522,,47661,,,46563,,,,,,,97746,,1.05,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1993,151089,,,,,,,,,,,,,,,,,,,,,8716,,180208,,,380162,,,,,,,569086,,3.77,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1994,22315,,,,,,,,,,,,,,,,,,,,,1028,,21899,,,40686,,,,,,,63613,,2.85,Grant et al. (2011),"Esc enumeration: mark recapture. Biases in mark recapture methods were identified in 1994, and methods were modified in 1995.",,,,3,2,3,2.75,Categorized as Good (3.0) because biases detected,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1995,18407,,,,,,,,,,,,,,,,,,,,,486,,141021,,,28997,,,,,,,170504,,9.26,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1996,27824,,,,,,,,,,,,,,,,,,,,,723,,34094,,,41519,,,,,,,76336,,2.74,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1997,23274,,,,,,,,,,,,,,,,,,,,,0,,18165,,,10200,,,,,,,28365,,1.22,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1998,172997,,,,,,,,,,,,,,,,,,,,,277,,213323,,,403021,,,,,,,616621,,3.56,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,1999,26220,,,,,,,,,,,,,,,,,,,,,0,,47311,,,36027,,,,,,,83338,,3.18,Grant et al. (2011),Esc enumeration: mark recapture until 1999.,,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,2000,8333,,,,,,,,,,,,,,,,,,,,,652,,63710,,,37603,,,,,,,101965,,12.24,Grant et al. (2011),Esc enumeration: overflight visual survey,,,,3,2,3,2.75,Categorized as Good (3.0) because visual surveys,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,2001,28361,,,,,,,,,,,,,,,,,,,,,56,,110415,,,81203,,,,,,,191674,,6.76,Grant et al. (2011),Esc enumeration: counting tower,,,,3,3,3,3,Categorized as Good (3.0) because visual surveys,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,2002,107481,,,,,,,,,,,,,,,,,,,,,898,,502582,,,129934,,,,,,,633414,,5.89,Grant et al. (2011),Esc not assessed; gap filled using average of previous and subsequent generation (cycle-line average methods),,,,2,3,3,2.5,Categorized as Fair (2.0) because gap filled.,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,2003,152657,,,,,,,,,,,,,,,,,,,,,80,,6064,,,7010,,,,,,,13154,,0.09,Grant et al. (2011),Enumeration fence used,,,,3,3,3,4,Categorized as Good (3.0) because fence did breach in a number of years,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,2004,17516,,,,,,,,,,,,,,,,,,,,,47,,46487,,,30110,,,,,,,76644,,4.38,Grant et al. (2011),Enumeration fence used,,,,3,3,3,4,Categorized as Good (3.0) because fence did breach in a number of years,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,2005,27117,,,,,,,,,,,,,,,,,,,,,361,,33292,,,51280,,,,,,,84933,,3.13,Grant et al. (2011),Enumeration fence used,,,,3,3,3,4,Categorized as Good (3.0) because fence did breach in a number of years,,,,,,
BC,Sockeye,,Lillooet/Harrison_Late,,Sue Grant July 2014,2006,137365,,,,,,,,,,,,,,,,,,,,,179,,257768,,,178259,,,,,,,436206,,3.18,Grant et al. (2011),Enumeration fence used,,,,3,3,3,4,Categorized as Good (3.0) because fence did breach in a number of years,,,,,,
BC,Sockeye,,North Barriere_Early Summer,,Sue Grant July 2014,1967,294,,,,,,,,,,,,,,,,,,,,,0,,15201,,,0,,,,,,,15201,,51.7,Grant et al. (2011),"Esc. enumeration: peak live, cumulative dead.",,,,3,2,3,2.75,Default: Good (3.0),,,,,,
