parameter,location,species,year,datavalue
dq_score,Koeye,Lake sockeye,,0
dq_score,Kooryet,Lake sockeye,,11
dq_score,Kunsoot River,Lake sockeye,,0
dq_score,Kwakwa Creek,Lake sockeye,,0
dq_score,Lakelse,Lake sockeye,,14
dq_score,Lewis Creek,Lake sockeye,,0
dq_score,Lillooet-Harrison-Late,Lake sockeye,,19
dq_score,Limestone Creek,Lake sockeye,,0
dq_score,Long,Lake sockeye,,10
dq_score,Loose,Lake sockeye,,0
dq_score,Lowe/Simpson/Weir,Lake sockeye,,11
dq_score,Mackenzie,Lake sockeye,,8
dq_score,Maggie,Lake sockeye,,0
dq_score,Marian/Eden,Lake sockeye,,14
dq_score,Mary Cove Creek,Lake sockeye,,8
dq_score,Mathers,Lake sockeye,,0
dq_score,Mcdonald Creek,Lake sockeye,,0
dq_score,Mcdonell/Dennis/Aldrich,Lake sockeye,,16
dq_score,Mcloughlin,Lake sockeye,,0
dq_score,Megin,Lake sockeye,,0
dq_score,Mercer,Lake sockeye,,14
dq_score,Mikado,Lake sockeye,,10
dq_score,Monckton Inlet Creek,Lake sockeye,,0
dq_score,Morice/Atna,Lake sockeye,,17
dq_score,Motase,Lake sockeye,,13
dq_score,Muchalat,Lake sockeye,,0
dq_score,Muriel,Lake sockeye,,0
dq_score,Nadina-Francois-Early Summer,Lake sockeye,,19
dq_score,Nahatlatch-Early Summer,Lake sockeye,,12
dq_score,Nahwitti,Lake sockeye,,0
dq_score,Namu,Lake sockeye,,12
dq_score,Nilkitkwa,Lake sockeye,,18
dq_score,Nimpkish,Lake sockeye,,14
dq_score,Nitinat,Lake sockeye,,0
dq_score,North Barriere-Early Summer (de novo),Lake sockeye,,18
dq_score,O'Connell,Lake sockeye,,0
dq_score,Owikeno,Lake sockeye,,10
dq_score,Park River,Lake sockeye,,0
dq_score,Phillips,Lake sockeye,,13
dq_score,Pine River,Lake sockeye,,0
dq_score,Pitt-Early Summer,Lake sockeye,,18
dq_score,Port John,Lake sockeye,,14
dq_score,Power,Lake sockeye,,0
dq_score,Powles Creek,Lake sockeye,,0
dq_score,Price Creek,Lake sockeye,,0
dq_score,Quatse,Lake sockeye,,0
dq_score,Quesnel-Summer (cyclic),Lake sockeye,,18
dq_score,Roderick,Lake sockeye,,12
dq_score,Ryan Creek,Lake sockeye,,0
dq_score,Sakinaw,Lake sockeye,,15
dq_score,Salter,Lake sockeye,,0
dq_score,Schoen,Lake sockeye,,0
dq_score,Scoular/Kilpatrick,Lake sockeye,,0
dq_score,Seton-Late (de novo),Lake sockeye,,5
dq_score,Sheneeza Inlet,Lake sockeye,,0
dq_score,Ship Point Creek,Lake sockeye,,0
dq_score,Shushartie,Lake sockeye,,0
dq_score,Shuswap-Early Summer (cyclic),Lake sockeye,,5
dq_score,Shuswap-Late (cyclic),Lake sockeye,,17
dq_score,Sicintine,Lake sockeye,,0
dq_score,Skidegate,Lake sockeye,,17
dq_score,Slamgeesh,Lake sockeye,,0
dq_score,Soda Creek,Lake sockeye,,0
dq_score,South Atnarko Lakes,Lake sockeye,,13
dq_score,Spawning,Lake sockeye,,0
dq_score,Spencer Creek,Lake sockeye,,0
dq_score,Sproat,Lake sockeye,,3
dq_score,Stannard Creek,Lake sockeye,,0
dq_score,Stephens,Lake sockeye,,16
dq_score,Sustut,Lake sockeye,,0
dq_score,Swan/Club,Lake sockeye,,10
dq_score,Tahlo/Morrison,Lake sockeye,,14
dq_score,Takla-Trembleur-Early Stuart (cyclic),Lake sockeye,,18
dq_score,Takla-Trembleur-Stuart-Summer (cyclic),Lake sockeye,,17
dq_score,Talamoosa Creek,Lake sockeye,,0
dq_score,Tankeeah River,Lake sockeye,,10
dq_score,Taseko-Early Summer,Lake sockeye,,12
dq_score,Treneman Creek,Lake sockeye,,0
dq_score,Tsimtack/Moore/Roger,Lake sockeye,,14
dq_score,Tuno Creek East,Lake sockeye,,0
dq_score,Tuno Creek West,Lake sockeye,,0
dq_score,Tyler Creek,Lake sockeye,,0
dq_score,Tzoonie,Lake sockeye,,0
dq_score,Vernon,Lake sockeye,,0
dq_score,Wale Creek,Lake sockeye,,0
dq_score,Wannock (Owikeno),Lake sockeye,,0
dq_score,Watt Bay,Lake sockeye,,0
dq_score,West Creek,Lake sockeye,,0
dq_score,William-Brink,Lake sockeye,,0
dq_score,Woss,Lake sockeye,,0
dq_score,Yaaklele Lagoon,Lake sockeye,,0
dq_score,Yakoun,Lake sockeye,,14
dq_score,Yeo,Lake sockeye,,10
dq_score,East Haida Gwaii (even),Pink (even),,5
dq_score,Georgia Strait (even),Pink (even),,15
dq_score,Hecate Lowlands (even),Pink (even),,9
dq_score,Hecate Strait-Fjords (even),Pink (even),,10
dq_score,Middle-Upper Skeena (even),Pink (even),,9
dq_score,Nass-Skeena Estuary (even),Pink (even),,10
dq_score,North Haida Gwaii (even),Pink (even),,6
dq_score,Northwest Vancouver Island (even),Pink (even),,0
dq_score,Southern Fjords (even),Pink (even),,12
dq_score,West Haida Gwaii (even),Pink (even),,5
dq_score,West Vancouver Island (even),Pink (even),,0
dq_score,East Haida Gwaii (odd),Pink (odd),,4
dq_score,East Howe Sound-Burrard Inlet (odd),Pink (odd),,3
dq_score,East Vancouver Island-Johnstone Strait (odd),Pink (odd),,15
dq_score,Fraser River (odd),Pink (odd),,20
dq_score,Georgia Strait (odd),Pink (odd),,14
dq_score,Hecate Strait-Fjords (odd),Pink (odd),,10
dq_score,Hecate Strait-Lowlands (odd),Pink (odd),,9
dq_score,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),,5
dq_score,Lower Skeena River (odd),Pink (odd),,9
dq_score,Middle-Upper Skeena (odd),Pink (odd),,9
dq_score,Nahwitti (odd),Pink (odd),,13
dq_score,Nass-Skeena Estuary (odd),Pink (odd),,9
dq_score,North Haida Gwaii (odd),Pink (odd),,2
dq_score,Southern Fjords (odd),Pink (odd),,9
dq_score,West Haida Gwaii (odd),Pink (odd),,3
dq_score,West Vancouver Island (odd),Pink (odd),,0
dq_score,East Haida Gwaii (river-type),River sockeye,,0
dq_score,East Vancouver Island & Georgia Strait (river-type),River sockeye,,0
dq_score,Harrison River (river-type),River sockeye,,19
dq_score,North Haida Gwaii (river-type),River sockeye,,0
dq_score,Northern Coastal Fjords (river-type),River sockeye,,0
dq_score,Northern Coastal Streams (river-type),River sockeye,,0
dq_score,NW Vancouver Island (river-type),River sockeye,,0
dq_score,Rivers-Smith Inlets (river-type),River sockeye,,0
dq_score,Skeena River-High Interior (river-type),River sockeye,,14
dq_score,Skeena River (river-type),River sockeye,,0
dq_score,Southern Fjords (river-type),River sockeye,,0
dq_score,West Haida Gwaii (river-type),River sockeye,,0
dq_score,West Vancouver Island (river-type),River sockeye,,0
dq_score,Widgeon (river-type),River sockeye,,0
survey_coverage,Bella Coola-Bentinck,Chinook,,5
survey_coverage,Boundary Bay (Fall 4-1),Chinook,,0
survey_coverage,Dean River,Chinook,,5
survey_coverage,Docee,Chinook,,0
survey_coverage,East Haida Gwaii,Chinook,,0
survey_coverage,East Vancouver Island-Cowichan and Koksilah (Fall x-1),Chinook,,5
survey_coverage,East Vancouver Island-Georgia Strait (Summer 4-1),Chinook,,5
survey_coverage,East Vancouver Island-Goldstream (Fall x-1),Chinook,,5
survey_coverage,East Vancouver Island-Nanaimo (Spring x-2),Chinook,,0
survey_coverage,East Vancouver Island-Nanaimo and Chemainus (Fall x-1),Chinook,,5
survey_coverage,East Vancouver Island-North (Fall x-1),Chinook,,5
survey_coverage,East Vancouver Island-Qualicum and Puntledge (Fall x-1),Chinook,,5
survey_coverage,Ecstall,Chinook,,0
survey_coverage,Fraser Canyon-Nahatlatch (Spring 5-2),Chinook,,0
survey_coverage,Homathko (Summer x-x),Chinook,,0
survey_coverage,Kalum-Early,Chinook,,0
survey_coverage,Kalum-Late,Chinook,,5
survey_coverage,Klinaklini (Summer 5-2),Chinook,,0
survey_coverage,Lakelse,Chinook,,0
survey_coverage,Lower Fraser River-Maria Slough (Summer 4-1),Chinook,,0
survey_coverage,Lower Fraser River-Upper Pitt (Summer 5-2),Chinook,,0
survey_coverage,Lower Fraser River (Fall 4-1),Chinook,,5
survey_coverage,Lower Fraser River (Spring 5-2),Chinook,,1
survey_coverage,Lower Fraser River (Summer 5-2),Chinook,,0
survey_coverage,Lower Skeena,Chinook,,3
survey_coverage,Lower Thompson River (Spring 4-2),Chinook,,5
survey_coverage,Middle Fraser River-Portage (Fall 5-2),Chinook,,0
survey_coverage,Middle Fraser River (Spring 5-2),Chinook,,0
survey_coverage,Middle Fraser River (Summer 5-2),Chinook,,1
survey_coverage,Middle Skeena-Large Lakes,Chinook,,5
survey_coverage,Middle Skeena-Mainstem Tributaries,Chinook,,4
survey_coverage,North & Central Coast-Early,Chinook,,1
survey_coverage,North & Central Coast-Late,Chinook,,0
survey_coverage,North Haida Gwaii,Chinook,,0
survey_coverage,North Thompson River (Spring 5-2),Chinook,,1
survey_coverage,North Thompson River (Summer 5-2),Chinook,,3
survey_coverage,Rivers Inlet,Chinook,,3
survey_coverage,Shuswap River (Summer 4-1),Chinook,,5
survey_coverage,Sicintine,Chinook,,0
survey_coverage,Skeena Estuary,Chinook,,0
survey_coverage,South Thompson-Adams River Upper,Chinook,,0
survey_coverage,South Thompson River-Bessette Creek (Summer 4-2),Chinook,,0
survey_coverage,South Thompson River (Summer 4-1),Chinook,,1
survey_coverage,South Thompson River (Summer 5-2),Chinook,,5
survey_coverage,Southern Mainland-Georgia Strait (Fall x-1),Chinook,,0
survey_coverage,Southern Mainland-Southern Fjords (Fall x-1),Chinook,,0
survey_coverage,Upper Bulkley River,Chinook,,0
survey_coverage,Upper Fraser River (Spring 5-2),Chinook,,0
survey_coverage,Upper Skeena,Chinook,,0
survey_coverage,Wannock,Chinook,,3
survey_coverage,West Vancouver Island-Nootka and Kyuquot (Fall x-1),Chinook,,0
survey_coverage,West Vancouver Island-North (Fall x-1),Chinook,,0
survey_coverage,West Vancouver Island-South (Fall x-1),Chinook,,0
survey_coverage,Zymoetz,Chinook,,0
survey_coverage,Bella Coola-Dean Rivers,Chum,,5
survey_coverage,Bella Coola River-Late,Chum,,0
survey_coverage,Bute Inlet,Chum,,0
survey_coverage,Douglas-Gardner,Chum,,2
survey_coverage,East Haida Gwaii,Chum,,2
survey_coverage,Georgia Strait,Chum,,5
survey_coverage,Hecate Lowlands,Chum,,3
survey_coverage,Howe Sound-Burrard Inlet,Chum,,0
survey_coverage,Loughborough,Chum,,1
survey_coverage,Lower Fraser,Chum,,0
survey_coverage,Lower Skeena,Chum,,4
survey_coverage,Middle Skeena,Chum,,3
survey_coverage,Mussel-Kynoch,Chum,,5
survey_coverage,North Haida Gwaii,Chum,,2
survey_coverage,North Haida Gwaii-Stanley Creek,Chum,,5
survey_coverage,Northeast Vancouver Island,Chum,,1
survey_coverage,Northwest Vancouver Island,Chum,,1
survey_coverage,Rivers Inlet,Chum,,2
survey_coverage,Skeena Estuary,Chum,,2
survey_coverage,Skidegate,Chum,,3
survey_coverage,Smith Inlet,Chum,,5
survey_coverage,Southern Coastal Streams,Chum,,0
survey_coverage,Southwest & West Vancouver Island,Chum,,0
survey_coverage,Spiller-Fitz-Hugh-Burke,Chum,,3
survey_coverage,Upper Knight,Chum,,0
survey_coverage,Upper Skeena,Chum,,0
survey_coverage,Wannock,Chum,,0
survey_coverage,West Haida Gwaii,Chum,,2
survey_coverage,Bella Coola-Dean Rivers,Coho,,5
survey_coverage,Boundary Bay,Coho,,0
survey_coverage,Brim-Wahoo,Coho,,5
survey_coverage,Clayoquot,Coho,,0
survey_coverage,Douglas Channel-Kitimat Arm,Coho,,2
survey_coverage,East Haida Gwaii,Coho,,1
survey_coverage,East Vancouver Island-Georgia Strait,Coho,,0
survey_coverage,East Vancouver Island-Johnstone Strait-Southern Fjords,Coho,,0
survey_coverage,Fraser Canyon,Coho,,0
survey_coverage,Georgia Strait Mainland,Coho,,0
survey_coverage,Haida Gwaii-Graham Island Lowlands,Coho,,1
survey_coverage,Hecate Strait Mainland,Coho,,3
survey_coverage,Homathko-Klinaklini Rivers,Coho,,0
survey_coverage,Howe Sound-Burrard Inlet,Coho,,0
survey_coverage,Interior Fraser,Coho,,0
survey_coverage,Juan de Fuca-Pachena,Coho,,0
survey_coverage,Lillooet,Coho,,0
survey_coverage,Lower Fraser,Coho,,0
survey_coverage,Lower Skeena,Coho,,3
survey_coverage,Lower Thompson,Coho,,0
survey_coverage,Middle Skeena,Coho,,2
survey_coverage,Mussel-Kynoch,Coho,,3
survey_coverage,Nahwitti Lowland,Coho,,0
survey_coverage,North Thompson,Coho,,0
survey_coverage,Northern Coastal Streams,Coho,,5
survey_coverage,Rivers Inlet,Coho,,0
survey_coverage,Skeena Estuary,Coho,,0
survey_coverage,Smith Inlet,Coho,,5
survey_coverage,South Thompson,Coho,,0
survey_coverage,Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords,Coho,,0
survey_coverage,Upper Skeena,Coho,,4
survey_coverage,West Haida Gwaii,Coho,,1
survey_coverage,West Vancouver Island,Coho,,0
survey_coverage,Adams & Momich Lakes-Early Summer,Lake sockeye,,0
survey_coverage,Ain-Skundale-Ian,Lake sockeye,,0
survey_coverage,Alastair,Lake sockeye,,4
survey_coverage,Alice,Lake sockeye,,0
survey_coverage,Anderson-Seton-Early Summer,Lake sockeye,,5
survey_coverage,Asitika,Lake sockeye,,5
survey_coverage,Awun,Lake sockeye,,5
survey_coverage,Azuklotz,Lake sockeye,,5
survey_coverage,Babine (enhanced),Lake sockeye,,5
survey_coverage,Babine/Onerka,Lake sockeye,,5
survey_coverage,Backland,Lake sockeye,,5
survey_coverage,Banks,Lake sockeye,,0
survey_coverage,Bear,Lake sockeye,,4
survey_coverage,Bloomfield,Lake sockeye,,5
survey_coverage,Bolton Creek,Lake sockeye,,0
survey_coverage,Bonilla,Lake sockeye,,0
survey_coverage,Borrowman Creek,Lake sockeye,,0
survey_coverage,Bowron-Early Summer,Lake sockeye,,5
survey_coverage,Bulkley/Maxan,Lake sockeye,,0
survey_coverage,Busey Creek,Lake sockeye,,0
survey_coverage,Canoe Creek,Lake sockeye,,0
survey_coverage,Canoona,Lake sockeye,,5
survey_coverage,Cartwright Creek,Lake sockeye,,0
survey_coverage,Cecilia,Lake sockeye,,0
survey_coverage,Cheewat,Lake sockeye,,0
survey_coverage,Chic Chic,Lake sockeye,,0
survey_coverage,Chilko-Early Summer,Lake sockeye,,0
survey_coverage,Chilko-Summer,Lake sockeye,,5
survey_coverage,Chilliwack-Early Summer (cyclic),Lake sockeye,,5
survey_coverage,Citeyats,Lake sockeye,,0
survey_coverage,Clayoquot,Lake sockeye,,0
survey_coverage,Cultus-Late,Lake sockeye,,5
survey_coverage,Curtis Inlet,Lake sockeye,,5
survey_coverage,Dallain Creek,Lake sockeye,,0
survey_coverage,Damshilgwit,Lake sockeye,,5
survey_coverage,Deer,Lake sockeye,,0
survey_coverage,Deserted,Lake sockeye,,0
survey_coverage,Devon,Lake sockeye,,5
survey_coverage,Dome,Lake sockeye,,0
survey_coverage,Douglas Creek,Lake sockeye,,0
survey_coverage,Ecstall/Lower,Lake sockeye,,0
survey_coverage,Elizabeth,Lake sockeye,,0
survey_coverage,Elsie/Hoy,Lake sockeye,,0
survey_coverage,End Hill Creek,Lake sockeye,,0
survey_coverage,Evelyn,Lake sockeye,,5
survey_coverage,Evinrude Inlet,Lake sockeye,,0
survey_coverage,Fairfax,Lake sockeye,,0
survey_coverage,Fairy,Lake sockeye,,0
survey_coverage,Fannie Cove,Lake sockeye,,0
survey_coverage,Footsore/Hodder,Lake sockeye,,0
survey_coverage,Francois-Fraser-Summer,Lake sockeye,,5
survey_coverage,Freeda,Lake sockeye,,0
survey_coverage,Fulmore,Lake sockeye,,0
survey_coverage,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,,5
survey_coverage,Great Central,Lake sockeye,,0
survey_coverage,Harrison-Downstream Migrating-Late,Lake sockeye,,5
survey_coverage,Harrison-Upstream Migrating-Late,Lake sockeye,,5
survey_coverage,Hartley Bay,Lake sockeye,,5
survey_coverage,Henderson,Lake sockeye,,5
survey_coverage,Hesquiat,Lake sockeye,,0
survey_coverage,Hevenor Inlet,Lake sockeye,,0
survey_coverage,Heydon,Lake sockeye,,0
survey_coverage,Higgins Lagoon,Lake sockeye,,0
survey_coverage,Hobiton,Lake sockeye,,0
survey_coverage,Ida-Bonanza,Lake sockeye,,0
survey_coverage,Jalun,Lake sockeye,,0
survey_coverage,Jansen,Lake sockeye,,0
survey_coverage,Johanson,Lake sockeye,,0
survey_coverage,Johnston,Lake sockeye,,0
survey_coverage,Kadjusdis River,Lake sockeye,,5
survey_coverage,Kainet Creek,Lake sockeye,,5
survey_coverage,Kakweiken,Lake sockeye,,0
survey_coverage,Kamloops-Early Summer,Lake sockeye,,5
survey_coverage,Kanim,Lake sockeye,,0
survey_coverage,Kdelmashan Creek,Lake sockeye,,0
survey_coverage,Keecha,Lake sockeye,,5
survey_coverage,Kennedy,Lake sockeye,,0
survey_coverage,Kent Inlet Lagoon Creek,Lake sockeye,,0
survey_coverage,Kenzuwash Creeks,Lake sockeye,,0
survey_coverage,Keswar Creek,Lake sockeye,,0
survey_coverage,Kildidt Creek,Lake sockeye,,0
survey_coverage,Kildidt Lagoon Creek,Lake sockeye,,0
survey_coverage,Kimsquit,Lake sockeye,,0
survey_coverage,Kisameet,Lake sockeye,,0
survey_coverage,Kitkiata,Lake sockeye,,0
survey_coverage,Kitlope,Lake sockeye,,5
survey_coverage,Kitsumkalum,Lake sockeye,,2
survey_coverage,Kluatantan,Lake sockeye,,0
survey_coverage,Kluayaz,Lake sockeye,,0
survey_coverage,Koeye,Lake sockeye,,0
survey_coverage,Kooryet,Lake sockeye,,5
survey_coverage,Kunsoot River,Lake sockeye,,0
survey_coverage,Kwakwa Creek,Lake sockeye,,0
survey_coverage,Lakelse,Lake sockeye,,5
survey_coverage,Lewis Creek,Lake sockeye,,0
survey_coverage,Lillooet-Harrison-Late,Lake sockeye,,5
survey_coverage,Limestone Creek,Lake sockeye,,0
survey_coverage,Long,Lake sockeye,,5
survey_coverage,Loose,Lake sockeye,,0
survey_coverage,Lowe/Simpson/Weir,Lake sockeye,,5
survey_coverage,Mackenzie,Lake sockeye,,5
survey_coverage,Maggie,Lake sockeye,,0
survey_coverage,Marian/Eden,Lake sockeye,,5
survey_coverage,Mary Cove Creek,Lake sockeye,,5
survey_coverage,Mathers,Lake sockeye,,0
survey_coverage,Mcdonald Creek,Lake sockeye,,0
survey_coverage,Mcdonell/Dennis/Aldrich,Lake sockeye,,5
survey_coverage,Mcloughlin,Lake sockeye,,0
survey_coverage,Megin,Lake sockeye,,0
survey_coverage,Mercer,Lake sockeye,,5
survey_coverage,Mikado,Lake sockeye,,5
survey_coverage,Monckton Inlet Creek,Lake sockeye,,0
survey_coverage,Morice/Atna,Lake sockeye,,4
survey_coverage,Motase,Lake sockeye,,5
survey_coverage,Muchalat,Lake sockeye,,0
survey_coverage,Muriel,Lake sockeye,,0
survey_coverage,Nadina-Francois-Early Summer,Lake sockeye,,5
survey_coverage,Nahatlatch-Early Summer,Lake sockeye,,5
survey_coverage,Nahwitti,Lake sockeye,,0
survey_coverage,Namu,Lake sockeye,,5
survey_coverage,Nilkitkwa,Lake sockeye,,5
survey_coverage,Nimpkish,Lake sockeye,,5
survey_coverage,Nitinat,Lake sockeye,,0
survey_coverage,North Barriere-Early Summer (de novo),Lake sockeye,,5
survey_coverage,O'Connell,Lake sockeye,,0
survey_coverage,Owikeno,Lake sockeye,,3
survey_coverage,Park River,Lake sockeye,,0
survey_coverage,Phillips,Lake sockeye,,5
survey_coverage,Pine River,Lake sockeye,,0
survey_coverage,Pitt-Early Summer,Lake sockeye,,5
survey_coverage,Port John,Lake sockeye,,5
survey_coverage,Power,Lake sockeye,,0
survey_coverage,Powles Creek,Lake sockeye,,0
survey_coverage,Price Creek,Lake sockeye,,0
survey_coverage,Quatse,Lake sockeye,,0
survey_coverage,Quesnel-Summer (cyclic),Lake sockeye,,5
survey_coverage,Roderick,Lake sockeye,,5
survey_coverage,Ryan Creek,Lake sockeye,,0
survey_coverage,Sakinaw,Lake sockeye,,5
survey_coverage,Salter,Lake sockeye,,0
survey_coverage,Schoen,Lake sockeye,,0
survey_coverage,Scoular/Kilpatrick,Lake sockeye,,0
survey_coverage,Seton-Late (de novo),Lake sockeye,,0
survey_coverage,Sheneeza Inlet,Lake sockeye,,0
survey_coverage,Ship Point Creek,Lake sockeye,,0
survey_coverage,Shushartie,Lake sockeye,,0
survey_coverage,Shuswap-Early Summer (cyclic),Lake sockeye,,0
survey_coverage,Shuswap-Late (cyclic),Lake sockeye,,5
survey_coverage,Sicintine,Lake sockeye,,0
survey_coverage,Skidegate,Lake sockeye,,5
survey_coverage,Slamgeesh,Lake sockeye,,0
survey_coverage,Soda Creek,Lake sockeye,,0
survey_coverage,South Atnarko Lakes,Lake sockeye,,5
survey_coverage,Spawning,Lake sockeye,,0
survey_coverage,Spencer Creek,Lake sockeye,,0
survey_coverage,Sproat,Lake sockeye,,0
survey_coverage,Stannard Creek,Lake sockeye,,0
survey_coverage,Stephens,Lake sockeye,,4
survey_coverage,Sustut,Lake sockeye,,0
survey_coverage,Swan/Club,Lake sockeye,,2
survey_coverage,Tahlo/Morrison,Lake sockeye,,4
survey_coverage,Takla-Trembleur-Early Stuart (cyclic),Lake sockeye,,5
survey_coverage,Takla-Trembleur-Stuart-Summer (cyclic),Lake sockeye,,5
survey_coverage,Talamoosa Creek,Lake sockeye,,0
survey_coverage,Tankeeah River,Lake sockeye,,5
survey_coverage,Taseko-Early Summer,Lake sockeye,,5
survey_coverage,Treneman Creek,Lake sockeye,,0
survey_coverage,Tsimtack/Moore/Roger,Lake sockeye,,5
survey_coverage,Tuno Creek East,Lake sockeye,,0
survey_coverage,Tuno Creek West,Lake sockeye,,0
survey_coverage,Tyler Creek,Lake sockeye,,0
survey_coverage,Tzoonie,Lake sockeye,,0
survey_coverage,Vernon,Lake sockeye,,0
survey_coverage,Wale Creek,Lake sockeye,,0
survey_coverage,Wannock (Owikeno),Lake sockeye,,0
survey_coverage,Watt Bay,Lake sockeye,,0
survey_coverage,West Creek,Lake sockeye,,0
survey_coverage,William-Brink,Lake sockeye,,0
survey_coverage,Woss,Lake sockeye,,0
survey_coverage,Yaaklele Lagoon,Lake sockeye,,0
survey_coverage,Yakoun,Lake sockeye,,5
survey_coverage,Yeo,Lake sockeye,,5
survey_coverage,East Haida Gwaii (even),Pink (even),,2
survey_coverage,Georgia Strait (even),Pink (even),,4
survey_coverage,Hecate Lowlands (even),Pink (even),,4
survey_coverage,Hecate Strait-Fjords (even),Pink (even),,4
survey_coverage,Middle-Upper Skeena (even),Pink (even),,4
survey_coverage,Nass-Skeena Estuary (even),Pink (even),,4
survey_coverage,North Haida Gwaii (even),Pink (even),,3
survey_coverage,Northwest Vancouver Island (even),Pink (even),,0
survey_coverage,Southern Fjords (even),Pink (even),,2
survey_coverage,West Haida Gwaii (even),Pink (even),,2
survey_coverage,West Vancouver Island (even),Pink (even),,0
survey_coverage,East Haida Gwaii (odd),Pink (odd),,1
survey_coverage,East Howe Sound-Burrard Inlet (odd),Pink (odd),,0
survey_coverage,East Vancouver Island-Johnstone Strait (odd),Pink (odd),,4
survey_coverage,Fraser River (odd),Pink (odd),,5
survey_coverage,Georgia Strait (odd),Pink (odd),,3
survey_coverage,Hecate Strait-Fjords (odd),Pink (odd),,4
survey_coverage,Hecate Strait-Lowlands (odd),Pink (odd),,3
survey_coverage,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Pink (odd),,2
survey_coverage,Lower Skeena River (odd),Pink (odd),,3
survey_coverage,Middle-Upper Skeena (odd),Pink (odd),,3
survey_coverage,Nahwitti (odd),Pink (odd),,2
survey_coverage,Nass-Skeena Estuary (odd),Pink (odd),,2
survey_coverage,North Haida Gwaii (odd),Pink (odd),,0
survey_coverage,Southern Fjords (odd),Pink (odd),,1
survey_coverage,West Haida Gwaii (odd),Pink (odd),,1
survey_coverage,West Vancouver Island (odd),Pink (odd),,0
survey_coverage,East Haida Gwaii (river-type),River sockeye,,0
survey_coverage,East Vancouver Island & Georgia Strait (river-type),River sockeye,,0
survey_coverage,Harrison River (river-type),River sockeye,,5
survey_coverage,North Haida Gwaii (river-type),River sockeye,,0
survey_coverage,Northern Coastal Fjords (river-type),River sockeye,,0
survey_coverage,Northern Coastal Streams (river-type),River sockeye,,0
survey_coverage,NW Vancouver Island (river-type),River sockeye,,0
survey_coverage,Rivers-Smith Inlets (river-type),River sockeye,,0
survey_coverage,Skeena River-High Interior (river-type),River sockeye,,5
survey_coverage,Skeena River (river-type),River sockeye,,0
survey_coverage,Southern Fjords (river-type),River sockeye,,0
survey_coverage,West Haida Gwaii (river-type),River sockeye,,0
survey_coverage,West Vancouver Island (river-type),River sockeye,,0
survey_coverage,Widgeon (river-type),River sockeye,,0
survey_execution,Bella Coola-Bentinck,Chinook,,2
survey_execution,Boundary Bay (Fall 4-1),Chinook,,0
survey_execution,Dean River,Chinook,,1
survey_execution,Docee,Chinook,,0
survey_execution,East Haida Gwaii,Chinook,,0
survey_execution,East Vancouver Island-Cowichan and Koksilah (Fall x-1),Chinook,,5
survey_execution,East Vancouver Island-Georgia Strait (Summer 4-1),Chinook,,5
survey_execution,East Vancouver Island-Goldstream (Fall x-1),Chinook,,0
survey_execution,East Vancouver Island-Nanaimo (Spring x-2),Chinook,,0
survey_execution,East Vancouver Island-Nanaimo and Chemainus (Fall x-1),Chinook,,5
survey_execution,East Vancouver Island-North (Fall x-1),Chinook,,5
survey_execution,East Vancouver Island-Qualicum and Puntledge (Fall x-1),Chinook,,5
survey_execution,Ecstall,Chinook,,0
survey_execution,Fraser Canyon-Nahatlatch (Spring 5-2),Chinook,,0
survey_execution,Homathko (Summer x-x),Chinook,,0
survey_execution,Kalum-Early,Chinook,,0
survey_execution,Kalum-Late,Chinook,,4
survey_execution,Klinaklini (Summer 5-2),Chinook,,0
survey_execution,Lakelse,Chinook,,0
survey_execution,Lower Fraser River-Maria Slough (Summer 4-1),Chinook,,0
survey_execution,Lower Fraser River-Upper Pitt (Summer 5-2),Chinook,,0
survey_execution,Lower Fraser River (Fall 4-1),Chinook,,5
survey_execution,Lower Fraser River (Spring 5-2),Chinook,,5
survey_execution,Lower Fraser River (Summer 5-2),Chinook,,0
survey_execution,Lower Skeena,Chinook,,1
survey_execution,Lower Thompson River (Spring 4-2),Chinook,,5
survey_execution,Middle Fraser River-Portage (Fall 5-2),Chinook,,0
survey_execution,Middle Fraser River (Spring 5-2),Chinook,,5
survey_execution,Middle Fraser River (Summer 5-2),Chinook,,4
survey_execution,Middle Skeena-Large Lakes,Chinook,,5
survey_execution,Middle Skeena-Mainstem Tributaries,Chinook,,2
survey_execution,North & Central Coast-Early,Chinook,,3
survey_execution,North & Central Coast-Late,Chinook,,0
survey_execution,North Haida Gwaii,Chinook,,0
survey_execution,North Thompson River (Spring 5-2),Chinook,,5
survey_execution,North Thompson River (Summer 5-2),Chinook,,5
survey_execution,Rivers Inlet,Chinook,,1
survey_execution,Shuswap River (Summer 4-1),Chinook,,5
survey_execution,Sicintine,Chinook,,0
survey_execution,Skeena Estuary,Chinook,,0
survey_execution,South Thompson-Adams River Upper,Chinook,,0
survey_execution,South Thompson River-Bessette Creek (Summer 4-2),Chinook,,5
survey_execution,South Thompson River (Summer 4-1),Chinook,,5
survey_execution,South Thompson River (Summer 5-2),Chinook,,5
survey_execution,Southern Mainland-Georgia Strait (Fall x-1),Chinook,,0
survey_execution,Southern Mainland-Southern Fjords (Fall x-1),Chinook,,2
