Species,Area,Area unit,CU or PFMA,CU type,Data source,R/S first year,R/S last year,R/S missing,Total years,SQmean,CQmean,AQmean,RQmean,"Data quality (Grant & Pestal 2012, p.35)",Source of comments,Perct.streams,Escapement (comments),Return (comments),Age structure (comments),Recruitment (comments),Exploitation rate (comments),Catch (comments),"Stock, general (comments)",PFMA where CU caught
Sockeye,North and Central Coast,CU,Curtis Inlet,Current,Karl English 23June 2014,1957,2003,15,32,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Damdochax/Wiminasik,Current,Karl English 23June 2014,1978,2005,11,17,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU,,"NBSRR Model used for both CDN and US exploitation estimates; estimate includes US exploitation (English et al. 2012, Table 1). The average CU timing offset from the mean run timing for the Nass Sockeye aggregate was estimated using DNA stock composition data reported in Hall et al. (2010). For CUs in Area 3, exploitation rates are NOT the same across all CUs in the statistical area (by inspection from data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Sockeye,North and Central Coast,CU,Damshilgwit,Current,Karl English 23June 2014,2000,2006,,7,3.0,3.0,2.0,2.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Devon,Current,Karl English 23June 2014,1957,2003,4,43,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Evelyn,Current,Karl English 23June 2014,1977,2005,6,23,3.0,1.0,2.0,2.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets), so it appears that to estimate catch for Areas 6-10, English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,6
Sockeye,North and Central Coast,CU,Fred Wright,Current,Karl English 23June 2014,1979,1994,,16,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU (by inspection from data sheets),,"NBSRR Model used for both CDN and US exploitation estimates; estimate includes US exploitation (English et al. 2012, Table 1). The average CU timing offset from the mean run timing for the Nass Sockeye aggregate was estimated using DNA stock composition data reported in Hall et al. (2010). For CUs in Area 3, exploitation rates are NOT the same across all CUs in the statistical area (by inspection from data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Sockeye,North and Central Coast,CU,Freeda/Brodie,Current,Karl English 23June 2014,1959,1996,23,15,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Hartley Bay,VREQ[Bin],Karl English 23June 2014,1977,2004,18,10,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,6
Sockeye,North and Central Coast,CU,Johnston,Current,Karl English 23June 2014,1965,1982,9,9,1.0,3.0,2.0,1.8,,,<60,"1 indicator stream out of 2 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Kadjusdis River,VREQ[Bin],Karl English 23June 2014,1977,1984,,8,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Kainet Cr., Kadjusdis R., Kwakwa Cr., Mary Cove, Roderick, and Yeo",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets), so it appears that to estimate catch for Areas 6-10, English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,7
Sockeye,North and Central Coast,CU,Kainet Creek,Current,Karl English 23June 2014,1977,2000,7,17,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Kainet Cr., Kadjusdis R., Kwakwa Cr., Mary Cove, Roderick, and Yeo (by inspection from data sheets)",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,7
Sockeye,North and Central Coast,CU,Keecha,Current,Karl English 23June 2014,1957,2001,23,22,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Kitlope,Current,Karl English 23June 2014,1977,1997,,21,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets), so it appears that to estimate catch for Areas 6-10, English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,6
Sockeye,North and Central Coast,CU,Kitsumkalum,Current,Karl English 23June 2014,1957,2006,5,45,2.0,3.0,2.0,2.3,,,<60,"2 indicator streams out of 7 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Kitwancool,Current,Karl English 23June 2014,2000,2006,,7,5.0,3.0,2.0,3.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU,,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Koeye,Current,Karl English 23June 2014,1981,2000,14,6,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Koeye, Namu, and Port John (by inspection from data sheets)",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,8
Sockeye,North and Central Coast,CU,Kooryet,Current,Karl English 23June 2014,1957,1994,15,23,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Kwakwa Creek,Current,Karl English 23June 2014,1977,1991,,15,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Kainet Cr., Kadjusdis R., Kwakwa Cr., Mary Cove, Roderick, and Yeo (by inspection from data sheets)",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets), so it appears that to estimate catch for Areas 6-10, English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,6
Sockeye,North and Central Coast,CU,Lakelse,Current,Karl English 23June 2014,1957,2006,10,40,2.0,3.0,2.0,2.2,,,<60,"3 indicator streams out of 9 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Long,Current,Karl English 23June 2014,1977,2004,,28,3.0,1.5,2.0,2.4,,,<75,"2 indicator streams out of 3 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU (by inspection from data sheets),,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,10
Sockeye,North and Central Coast,CU,Lowe/Simpson/Weir,VREQ[Bin],Karl English 23June 2014,1957,1996,9,31,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Lower Nass - Portland,Current,Karl English 23June 2014,1979,2007,12,17,2.0,1.0,2.0,1.8,,,<60,"1 indicator stream out of 15 total in the CU (English et al. 2012, Table 2)",,same average annual age composition used for LowerNass-Portland and Upper Nass River (by inspection from data sheets),,"NBSRR Model used for both CDN and US exploitation estimates; estimate includes US exploitation (English et al. 2012, Table 1). The average CU timing offset from the mean run timing for the Nass Sockeye aggregate was estimated using DNA stock composition data reported in Hall et al. (2010). For CUs in Area 3, exploitation rates are NOT the same across all CUs in the statistical area (by inspection from data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Sockeye,North and Central Coast,CU,Marian/Eden,VREQ[Bin],Karl English 23June 2014,1977,1998,13,9,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,same average annual age composition used for both Awun and Marian (by inspection from data sheets),,"CDN exp.rate set at 20%; no US harvest (English et al. 2012, Table 1)",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,1
Sockeye,North and Central Coast,CU,Mary Cove Creek,Current,Karl English 23June 2014,1981,1995,7,8,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Kainet Cr., Kadjusdis R., Kwakwa Cr., Mary Cove, Roderick, and Yeo (by inspection from data sheets)",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,7
Sockeye,North and Central Coast,CU,Mathers,Current,Karl English 23June 2014,1980,1986,,7,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,same average annual age composition used for both Mathers and Mercer (by inspection from data sheets),,"CDN exp.rate set at 20%; no US harvest (English et al. 2012, Table 1)",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2E
Sockeye,North and Central Coast,CU,Mcdonell,Current,Karl English 23June 2014,1957,2006,23,27,3.0,3.0,2.0,2.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Mercer,Current,Karl English 23June 2014,1978,2003,13,13,3.0,1.5,2.0,2.4,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,same average annual age composition used for both Mathers and Mercer,,"CDN exp.rate set at 20%; no US harvest (English et al. 2012, Table 1)",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2W
Sockeye,North and Central Coast,CU,Meziadin,Current,Karl English 23June 2014,1979,2005,,27,5.0,1.0,2.0,3.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU (by inspection from data sheets),,"NBSRR Model used for both CDN and US exploitation estimates; estimate includes US exploitation (English et al. 2012, Table 1). The average CU timing offset from the mean run timing for the Nass Sockeye aggregate was estimated using DNA stock composition data reported in Hall et al. (2010). For CUs in Area 3, exploitation rates are NOT the same across all CUs in the statistical area (by inspection from data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Sockeye,North and Central Coast,CU,Mikado,Current,Karl English 23June 2014,1957,2002,9,37,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Morice,Current,Karl English 23June 2014,1956,2006,12,39,2.0,3.0,2.0,2.3,,,<60,"1 indicator stream out 4 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU,,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Motase,Current,Karl English 23June 2014,1987,2005,7,12,2.0,3.0,2.0,2.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Namu,Current,Karl English 23June 2014,1978,2000,11,12,2.0,1.0,2.0,1.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Koeye, Namu, and Port John",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; there is no US exploitation for this stat. area (English et al., 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,8
