stock.id,species,run,stock,region,sub.region,broodYr,spawn,rec,large.region
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1980,990000,1348000,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1981,836000,526000,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1982,656000,931000,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1983,332000,1133000,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1984,466000,1597000,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1985,832000,837000,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1986,736000,3730000,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1987,522000,1886046,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1988,1304000,1423772,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1989,1886046,1223968,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1990,412772,1290872,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1991,621968,3433514,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1992,895872,1690958,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1993,815514,4921462,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1994,1067958,421738,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1995,1177462,924888,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1996,255738,2432470,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1997,689888,1469602,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1998,1521470,719910,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,1999,983602,1163124,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2000,644910,1027402,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2001,620124,2706660,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2002,554402,3047376,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2003,714660,1464945,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2004,533776,1367598,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2005,907106,2564369,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2006,565800,1289399,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2007,229154,3610878,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2008,343456,2645315,GOA
,,,,,,,,,
230,Pink,NA,Afognak,Kodiak,Kodiak,2009,790724,2557019,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1978,6238000,18821263,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1979,1624000,4240197,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1980,8264000,12202000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1981,1612000,2778000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1982,6924000,14726000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1983,1210000,2842000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1984,5796000,12347000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1985,1162000,2486000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1986,4182000,9993000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1987,1084000,8598000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1988,3472000,12162000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1989,8598000,7435000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1990,9162000,5217000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1991,2444000,11420000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1992,3816000,6463000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1993,2340000,23571000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1994,3148000,5605000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1995,5360000,8083000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1996,3914000,18665000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1997,1510000,5730000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1998,6608000,10478000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,1999,1556000,5086000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2000,5024000,17801000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2001,1828000,6218000,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2002,8754000,22493708,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2003,1878000,7030752,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2004,9880208,23621882,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2005,1705456,9117411,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2006,4554396,8047323,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2007,1739104,6835456,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2008,4445434,7749342,GOA
,,,,,,,,,
231,Pink,NA,W Kod,Kodiak,Kodiak,2009,2472970,2096829,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1978,1314000,3089080,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1979,1138000,3323629,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1980,1036000,1454000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1981,1250000,2308000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1982,934000,1060000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1983,880000,2656000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1984,626000,1426000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1985,1598000,1871000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1986,698000,906000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1987,954000,5604000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1988,520000,323000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1989,5422000,3310000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1990,178000,425000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1991,936000,5366000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1992,366000,2213000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1993,1900000,14652000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1994,1092000,1535000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1995,7592000,1964000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1996,982000,4269000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1997,1010000,3284000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1998,2564000,1017000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,1999,1930000,2976000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2000,774000,5.00E+06,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2001,1536000,2298000,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2002,3922000,3436972,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2003,1800000,5420654,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2004,2017972,4621442,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2005,1227812,960626,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2006,1748472,1064934,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2007,486610,5787870,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2008,352692,793121,GOA
,,,,,,,,,
232,Pink,NA,Alitak,Kodiak,Kodiak,2009,1791706,5961145,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1978,1400000,3553593,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1979,1760000,4461799,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1980,1590000,2006000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1981,1614000,2371000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1982,1178000,1561000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1983,1272000,2510000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1984,1162000,2016000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1985,1942000,2624000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1986,1414000,4588000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1987,1360000,5426000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1988,1714000,1411000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1989,5426000,8519000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1990,998000,1676000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1991,2350000,8023000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1992,1116000,2848000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1993,2610000,13951000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1994,1990000,738000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1995,5330000,2952000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1996,690000,2246000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1997,1618000,3897000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1998,1694000,1541000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,1999,2452000,2791000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2000,1174000,2468000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2001,1990000,5314000,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2002,1758000,4342970,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2003,3784000,9521665,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2004,3717970,7197847,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2005,3535942,8081954,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2006,3304076,1472149,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2007,1962488,11259533,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2008,707834,1035597,GOA
,,,,,,,,,
233,Pink,NA,E Kod,Kodiak,Kodiak,2009,4360388,10791580,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1978,450000,1346809,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1979,1100000,1337758,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1980,1060000,1630000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1981,1066000,670000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1982,1048000,1335000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1983,486000,1135000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1984,990000,1992000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1985,874000,1286000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1986,1186000,3550000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1987,1060000,7954000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1988,1802000,2176000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1989,7954000,3450000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1990,1300000,1028000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1991,2284000,2284000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1992,838000,884000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1993,918000,2232000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1994,690000,910000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1995,1536000,2406000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1996,860000,2349000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1997,1678000,1626000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1998,1790000,1491000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,1999,1242000,1212000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2000,1374000,2127000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2001,814000,2191000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2002,1804000,1706710,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2003,2018000,926712,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2004,1423110,2455613,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2005,452900,1247342,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2006,1556400,1125238,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2007,630000,1492000,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2008,473000,654608,GOA
,,,,,,,,,
234,Pink,NA,Mainland Kod,Kodiak,Kodiak,2009,860200,796245,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1962,30000,143600,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1963,20700,42500,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1964,20000,89600,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1965,11000,33100,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1966,71300,311600,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1967,5700,41200,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1968,81400,89900,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1969,11700,70800,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1970,43600,37400,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1971,5500,24900,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1972,5800,37500,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1973,2200,28600,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1974,4000,121100,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1975,1200,63900,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1976,12300,147800,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1977,3000,313600,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1978,10700,183912,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1979,1200,122780,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1980,3000,85373,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1981,1400,28284,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1982,2400,288378,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1988,22400,100528,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1989,13500,88363,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1990,6000,233905,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1991,12200,57909,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1992,55800,135225,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1993,2000,287439,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1994,75800,44904,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1995,180500,98861,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1996,43100,50454,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1997,59400,96301,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1998,24400,55467,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,1999,37300,94842,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2000,27400,27170,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2001,19700,199939,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2002,16917,29678,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2003,143897,231438,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2004,27300,89820,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2005,160000,250134,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2006,27401,302285,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2007,62464,106542,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2008,69841,38703,GOA
,,,,,,,,,
235,Pink,NA,Chignik Bay,Chignik,Chignik,2009,28973,63055,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1962,83900,203000,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1963,92600,135300,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1964,131100,80000,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1965,65800,44500,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1966,62600,111500,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1967,18500,71000,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1968,66100,88600,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1969,69600,95300,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1970,60700,3900,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1971,74800,50500,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1972,3100,31900,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1973,50200,57700,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1974,9800,82600,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1975,26400,319900,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1976,66000,162400,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1977,199900,581400,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1978,101200,208082,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1979,297000,286523,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1980,99400,106706,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1981,76500,18861,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1982,26100,141250,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1983,11000,23487,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1984,94000,166027,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1985,7400,73469,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1986,121900,534770,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1987,65700,215021,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1988,216400,365577,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1989,215000,375067,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1990,131900,429550,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1991,201100,365937,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1992,223800,278049,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1993,160900,1185245,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1994,178900,257817,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1995,715500,1198175,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1996,237100,444632,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1997,594600,1038508,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1998,210900,417517,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,1999,374300,1101838,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2000,146100,103335,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2001,460400,665246,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2002,85755,257002,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2003,576510,572891,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2004,257000,115901,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2005,473400,904721,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2006,36175,486948,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2007,291800,447785,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2008,117650,235658,GOA
,,,,,,,,,
236,Pink,NA,Central Chig,Chignik,Chignik,2009,130700,448807,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1962,401700,1857200,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1963,126200,90500,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1964,605700,688400,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1965,64800,78700,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1966,302200,913700,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1967,56100,47700,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1968,390300,470600,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1969,46000,52000,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1970,201700,28800,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1971,23000,15300,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1972,15900,76800,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1973,12800,23500,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1974,76200,257600,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1975,23500,76200,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1976,228800,396100,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1977,76000,486700,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1978,309300,898010,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1979,194300,327993,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1980,425500,390574,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1981,154700,54117,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1982,301500,544215,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1983,46300,218670,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1984,486500,630335,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1985,212100,217679,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1986,580700,2011766,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1987,215600,881000,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1988,1005400,851974,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1989,881000,152979,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1990,811400,1501219,GOA
,,,,,,,,,
237,Pink,NA,E Chig,Chignik,Chignik,1991,125000,577455,GOA
