"","stock","species","broodyear","spawners","recruits","r2","r3","r4","r5","r6","r7","r8","r1.1","r1.2","r1.3","r2.2","r2.3","r3.2","r0.2","r0.3","r0.4","r1.4","r2.4","r3.3","r3.4","r2.1","r3.1","r4.1","r4.2","r4.3","r5.2","r5.3","r6.2","r6.3","r5.1","r6.4","r7.2","r0.1","r0.5","r1.5","stock.id"
"7933","Sproat Lake-Sockeye","Sockeye",2000,52042.75861,219481,NA,NA,NA,NA,NA,NA,NA,25450,105741,83275,2743,1839,NA,NA,NA,NA,NA,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7934","Sproat Lake-Sockeye","Sockeye",2001,307105.9177,150480,NA,NA,NA,NA,NA,NA,NA,37432,85140,20477,4357,871,NA,NA,NA,NA,NA,NA,NA,NA,2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7935","Sproat Lake-Sockeye","Sockeye",2002,259481.6302,131771,NA,NA,NA,NA,NA,NA,NA,18473,64183,47148,1171,689,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7936","Sproat Lake-Sockeye","Sockeye",2003,223545.6125,21883,NA,NA,NA,NA,NA,NA,NA,1742,8340,8280,2505,408,NA,NA,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7937","Sproat Lake-Sockeye","Sockeye",2004,213021.382,114009,NA,NA,NA,NA,NA,NA,NA,19310,53859,33515,4804,105,NA,NA,NA,NA,NA,NA,NA,NA,2416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7938","Sproat Lake-Sockeye","Sockeye",2005,172961.8927,333893,NA,NA,NA,NA,NA,NA,NA,49096,153053,63251,34719,25112,NA,NA,NA,NA,NA,NA,NA,NA,8662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7939","Sproat Lake-Sockeye","Sockeye",2006,135492.6206,885639,NA,NA,NA,NA,NA,NA,NA,40271,628450,172893,33777,9288,NA,NA,NA,NA,NA,NA,NA,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7940","Sproat Lake-Sockeye","Sockeye",2007,67716.87403,811356,NA,NA,NA,NA,NA,NA,NA,170510,407685,198277,19383,5520,NA,NA,NA,NA,NA,NA,NA,NA,9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7941","Sproat Lake-Sockeye","Sockeye",2008,59588.56228,271242,NA,NA,NA,NA,NA,NA,NA,52371,162363,43514,8513,1135,NA,NA,NA,NA,NA,NA,NA,NA,3346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7942","Sproat Lake-Sockeye","Sockeye",2009,203858.4043,304274,NA,NA,NA,NA,NA,NA,NA,34858,116478,134280,13472,2376,NA,NA,NA,NA,NA,NA,NA,NA,2810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7943","Sproat Lake-Sockeye","Sockeye",2010,255339.0849,1046784,NA,NA,NA,NA,NA,NA,NA,352592,440583,181213,49533,9476,NA,NA,NA,NA,NA,NA,NA,NA,13387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7944","Sproat Lake-Sockeye","Sockeye",2011,431213.3766,1456289,NA,NA,NA,NA,NA,NA,NA,225654,807022,399031,14074,9010,NA,NA,NA,NA,NA,NA,NA,NA,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7945","Sproat Lake-Sockeye","Sockeye",2012,147440.4759,265560,NA,NA,NA,NA,NA,NA,NA,16689,80986,150377,10028,5142,NA,NA,NA,NA,NA,NA,NA,NA,2338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7946","Sproat Lake-Sockeye","Sockeye",2013,66687.66638,74647,NA,NA,NA,NA,NA,NA,NA,19663,27503,10064,8207,2068,NA,NA,NA,NA,NA,NA,NA,NA,7142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7947","Sproat Lake-Sockeye","Sockeye",2014,66297.57875,420194,NA,NA,NA,NA,NA,NA,NA,150529,188547,72769,4036,703,NA,NA,NA,NA,NA,NA,NA,NA,3610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7948","Sproat Lake-Sockeye","Sockeye",2015,417774.43,103508,NA,NA,NA,NA,NA,NA,NA,8505,50543,11837,16148,14062,NA,NA,NA,NA,NA,NA,NA,NA,2413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7949","Sproat Lake-Sockeye","Sockeye",2016,220952.45,294799,NA,NA,NA,NA,NA,NA,NA,37308,135794,103021,9885,5859,NA,NA,NA,NA,NA,NA,NA,NA,2932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"7950","Stellako-Sockeye","Sockeye",1948,9242,207177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,185175,0,22002,0,0,0,NA,0,0,NA,NA,NA,25
"7951","Stellako-Sockeye","Sockeye",1949,40231,179876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,0,0,0,173402,0,6341,0,0,0,0,0,0,NA,NA,NA,25
"7952","Stellako-Sockeye","Sockeye",1950,77410,939117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4630,NA,NA,NA,NA,NA,NA,NA,0,0,0,903768,0,30719,0,0,0,0,0,0,NA,NA,NA,25
"7953","Stellako-Sockeye","Sockeye",1951,51413,455367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,0,0,0,354049,0,101292,0,0,0,0,0,0,NA,NA,NA,25
"7954","Stellako-Sockeye","Sockeye",1952,19920,110701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,0,0,0,93984,0,16694,0,0,0,0,0,0,NA,NA,NA,25
"7955","Stellako-Sockeye","Sockeye",1953,20388,174245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,0,0,0,156192,0,18023,0,0,0,0,0,0,NA,NA,NA,25
"7956","Stellako-Sockeye","Sockeye",1954,72273,1211299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3311,NA,NA,NA,NA,NA,NA,NA,0,0,0,1140205,0,67783,0,0,0,0,0,0,NA,NA,NA,25
"7957","Stellako-Sockeye","Sockeye",1955,29937,629796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,0,0,602677,0,27091,0,0,0,0,0,0,NA,NA,NA,25
"7958","Stellako-Sockeye","Sockeye",1956,21686,246735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,0,0,0,220400,0,26243,0,0,0,0,0,0,NA,NA,NA,25
"7959","Stellako-Sockeye","Sockeye",1957,18044,151843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,143835,0,8000,0,0,0,0,0,0,NA,NA,NA,25
"7960","Stellako-Sockeye","Sockeye",1958,61581,340460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1156,NA,NA,NA,NA,NA,NA,NA,0,0,0,323089,0,16215,0,0,0,0,0,0,NA,NA,NA,25
"7961","Stellako-Sockeye","Sockeye",1959,41872,541420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,514918,0,26485,0,0,0,0,0,0,NA,NA,NA,25
"7962","Stellako-Sockeye","Sockeye",1960,22718,164514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,0,0,0,143340,0,21155,0,0,0,0,0,0,NA,NA,NA,25
"7963","Stellako-Sockeye","Sockeye",1961,18136,147402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,0,0,0,137046,0,10068,0,0,0,0,0,0,NA,NA,NA,25
"7964","Stellako-Sockeye","Sockeye",1962,44532,589505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0,0,0,572029,0,17376,0,0,0,0,0,0,NA,NA,NA,25
"7965","Stellako-Sockeye","Sockeye",1963,41535,727926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977,NA,NA,NA,NA,NA,NA,NA,0,0,0,713487,0,13462,0,0,0,0,0,0,NA,NA,NA,25
"7966","Stellako-Sockeye","Sockeye",1964,16161,177837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,0,0,0,170674,0,6969,0,0,0,0,0,0,NA,NA,NA,25
"7967","Stellako-Sockeye","Sockeye",1965,20479,243651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,0,0,0,231100,0,12372,0,0,0,0,0,0,NA,NA,NA,25
"7968","Stellako-Sockeye","Sockeye",1966,51509,359906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,NA,NA,NA,NA,NA,NA,NA,0,0,0,336316,0,22757,0,0,0,0,0,0,NA,NA,NA,25
"7969","Stellako-Sockeye","Sockeye",1967,32467,550524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,0,0,0,531886,0,18350,0,0,0,0,0,0,NA,NA,NA,25
"7970","Stellako-Sockeye","Sockeye",1968,13680,129822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,0,0,0,125900,0,3837,0,0,0,0,0,0,NA,NA,NA,25
"7971","Stellako-Sockeye","Sockeye",1969,25629,253245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,0,0,0,235729,0,17385,0,0,0,0,0,0,NA,NA,NA,25
"7972","Stellako-Sockeye","Sockeye",1970,26727,234108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170,NA,NA,NA,NA,NA,NA,NA,0,0,0,228808,0,4130,0,0,0,0,0,0,NA,NA,NA,25
"7973","Stellako-Sockeye","Sockeye",1971,20147,509267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA,NA,NA,NA,NA,0,0,0,508759,12,0,0,0,0,0,0,0,NA,NA,NA,25
"7974","Stellako-Sockeye","Sockeye",1972,19938,756214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,0,0,0,711226,0,44784,0,0,0,0,0,0,NA,NA,NA,25
"7975","Stellako-Sockeye","Sockeye",1973,15424,85901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,75813,0,10077,0,0,0,0,0,0,NA,NA,NA,25
"7976","Stellako-Sockeye","Sockeye",1974,23718,303122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1823,NA,NA,NA,NA,NA,NA,NA,0,0,0,281752,13,19534,0,0,0,0,0,0,NA,NA,NA,25
"7977","Stellako-Sockeye","Sockeye",1975,68451,1904124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3852,NA,NA,NA,NA,NA,NA,NA,0,0,0,1832708,0,64645,2919,0,0,0,0,0,NA,NA,NA,25
"7978","Stellako-Sockeye","Sockeye",1976,63865,244357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,0,0,0,216701,0,27506,0,0,0,0,0,0,NA,NA,NA,25
"7979","Stellako-Sockeye","Sockeye",1977,10894,265700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,0,0,0,209138,0,56488,0,0,0,0,0,0,NA,NA,NA,25
"7980","Stellako-Sockeye","Sockeye",1978,32528,437405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,NA,NA,NA,NA,NA,NA,NA,0,0,0,388505,0,48040,0,0,0,0,0,0,NA,NA,NA,25
"7981","Stellako-Sockeye","Sockeye",1979,152583,623924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,0,0,0,478737,0,145156,0,0,0,0,0,0,NA,NA,NA,25
"7982","Stellako-Sockeye","Sockeye",1980,28477,755406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,0,0,0,535944,0,219255,0,0,0,0,0,0,NA,NA,NA,25
"7983","Stellako-Sockeye","Sockeye",1981,12030,285898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,0,0,234136,0,51734,0,0,0,0,0,0,NA,NA,NA,25
"7984","Stellako-Sockeye","Sockeye",1982,34888,357773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,0,0,0,309369,0,46504,0,0,0,0,0,0,NA,NA,NA,25
"7985","Stellako-Sockeye","Sockeye",1983,61357,1257480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1129,NA,NA,NA,NA,NA,NA,NA,0,0,0,1097744,0,158607,0,0,0,0,0,0,NA,NA,NA,25
"7986","Stellako-Sockeye","Sockeye",1984,32672,1011189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,0,0,0,744589,0,266430,0,0,0,0,0,0,NA,NA,NA,25
"7987","Stellako-Sockeye","Sockeye",1985,21969,128742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,0,0,0,97659,0,30996,0,0,0,0,0,0,NA,NA,NA,25
"7988","Stellako-Sockeye","Sockeye",1986,44564,561845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,0,0,0,445398,0,116424,0,0,0,0,0,0,NA,NA,NA,25
"7989","Stellako-Sockeye","Sockeye",1987,98179,435676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,353471,0,82191,0,0,0,0,0,0,NA,NA,NA,25
"7990","Stellako-Sockeye","Sockeye",1988,200537,991499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,0,0,0,566227,0,425114,0,0,0,0,0,0,NA,NA,NA,25
"7991","Stellako-Sockeye","Sockeye",1989,15903,222287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,0,0,127212,0,95047,0,0,0,0,0,0,NA,NA,NA,25
"7992","Stellako-Sockeye","Sockeye",1990,56537,951836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145,NA,NA,NA,NA,NA,NA,NA,0,0,0,861027,0,89664,0,0,0,0,0,0,NA,NA,NA,25
"7993","Stellako-Sockeye","Sockeye",1991,54349,336569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,NA,NA,0,0,0,299039,0,37271,0,0,0,0,0,0,NA,NA,NA,25
"7994","Stellako-Sockeye","Sockeye",1992,55138,868461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,0,0,0,734393,0,133793,0,0,0,0,0,0,NA,NA,NA,25
"7995","Stellako-Sockeye","Sockeye",1993,42861,309844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,0,0,0,68158,0,241673,0,0,0,0,0,0,NA,NA,NA,25
"7996","Stellako-Sockeye","Sockeye",1994,63584,682889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,0,0,0,593409,0,88649,704,0,0,0,0,0,NA,NA,NA,25
"7997","Stellako-Sockeye","Sockeye",1995,41135,183959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,0,0,0,127344,0,56540,0,0,0,0,0,0,NA,NA,NA,25
"7998","Stellako-Sockeye","Sockeye",1996,167624,811994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,0,0,0,635499,0,176479,0,0,0,0,0,0,NA,NA,NA,25
"7999","Stellako-Sockeye","Sockeye",1997,23241,125173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,68515,0,56658,0,0,0,0,0,0,NA,NA,NA,25
"8000","Stellako-Sockeye","Sockeye",1998,96961,637997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,0,0,0,504421,0,133503,0,0,0,0,0,0,NA,NA,NA,25
"8001","Stellako-Sockeye","Sockeye",1999,66080,174462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,143988,0,30474,0,0,0,0,0,0,NA,NA,NA,25
"8002","Stellako-Sockeye","Sockeye",2000,195386,717671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,647582,0,70089,0,0,0,0,0,0,NA,NA,NA,25
"8003","Stellako-Sockeye","Sockeye",2001,61590,287128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,203410,0,83718,0,0,0,0,0,0,NA,NA,NA,25
"8004","Stellako-Sockeye","Sockeye",2002,177618,248375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,0,0,0,224262,0,24066,0,0,0,0,0,0,NA,NA,NA,25
"8005","Stellako-Sockeye","Sockeye",2003,43829,49132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,34522,0,14605,0,0,0,0,0,0,NA,NA,NA,25
"8006","Stellako-Sockeye","Sockeye",2004,53755,247010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,0,332,664,213103,0,32647,111,0,0,0,0,0,NA,NA,NA,25
"8007","Stellako-Sockeye","Sockeye",2005,102247,11511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,6640,0,4859,0,0,0,0,0,0,NA,NA,NA,25
"8008","Stellako-Sockeye","Sockeye",2006,79834,471057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,0,111,0,389229,0,81630,0,0,0,0,0,0,NA,NA,NA,25
"8009","Stellako-Sockeye","Sockeye",2007,19626,138261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0,0,0,113525,0,24716,0,0,0,0,0,0,NA,NA,NA,25
"8010","Stellako-Sockeye","Sockeye",2008,73798,274935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,NA,NA,NA,NA,NA,0,0,0,259917,0,14564,0,0,0,0,0,0,NA,NA,NA,25
"8011","Stellako-Sockeye","Sockeye",2009,15770,202646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,152682,0,49483,0,481,0,0,0,0,NA,NA,NA,25
"8012","Stellako-Sockeye","Sockeye",2010,109383,1642195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12308,NA,NA,NA,NA,NA,NA,NA,0,0,0,1500994,0,128893,0,0,0,0,0,0,NA,NA,NA,25
"8013","Stellako-Sockeye","Sockeye",2011,25856,54886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,42804,0,12082,0,0,0,0,0,0,NA,NA,NA,25
"8014","Stellako-Sockeye","Sockeye",2012,50572,49420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,0,0,0,42515,0,6855,0,0,0,0,0,0,NA,NA,NA,25
"8015","Stellako-Sockeye","Sockeye",2013,54130,147642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,0,0,0,109354,0,38100,0,0,0,0,0,0,NA,NA,NA,25
"8016","Stellako-Sockeye","Sockeye",2014,240406,392474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,NA,NA,0,0,0,360613,0,31468,0,0,0,0,0,NA,NA,NA,NA,25
"8017","Stellako-Sockeye","Sockeye",2015,47613,73951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,0,0,0,53124,0,20761,0,NA,NA,0,NA,NA,NA,NA,NA,25
"8018","Stephens-Sockeye","Sockeye",1960,5578,15237.95,NA,33.08,2721.87,12483,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8019","Stephens-Sockeye","Sockeye",1966,3347,28672.64,NA,292.04,703.8,27676.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8020","Stephens-Sockeye","Sockeye",1967,4462,30961.88,NA,78.2,2767.68,28116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8021","Stephens-Sockeye","Sockeye",1968,7809,18312.92,NA,307.52,2811.6,15193.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8022","Stephens-Sockeye","Sockeye",1969,7809,18090.28,NA,312.4,1519.38,16258.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8023","Stephens-Sockeye","Sockeye",1970,7809,13891.57,NA,168.82,1625.85,12096.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8024","Stephens-Sockeye","Sockeye",1981,6693,51268.17,NA,449.04,4459.23,46359.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8025","Stephens-Sockeye","Sockeye",1982,11156,79473.26,NA,495.47,4635.99,74341.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8026","Stephens-Sockeye","Sockeye",1984,7809,52800.57,NA,826.02,13791.15,38183.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8027","Stephens-Sockeye","Sockeye",1985,12271,52032.79,NA,1532.35,3818.34,46682.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8028","Stephens-Sockeye","Sockeye",1986,7809,74238.57,NA,424.26,4668.21,69146.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8029","Stephens-Sockeye","Sockeye",1999,15289,7705.62,NA,46.98,617.04,7041.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8030","Stephens-Sockeye","Sockeye",2001,17744,7729.86,NA,78.24,304.02,7347.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8031","Stephens-Sockeye","Sockeye",2002,8074,3437.94,NA,33.78,734.76,2669.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8032","Stephens-Sockeye","Sockeye",2003,15249,5126.68,NA,81.64,266.94,4778.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8033","Stephens-Sockeye","Sockeye",2004,13809,4142.57,NA,29.66,477.81,3635.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8034","Stephens-Sockeye","Sockeye",2005,8106,605.6,NA,53.09,363.51,189,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"8035","Sustut-Sockeye","Sockeye",1960,75,2470.666667973,NA,0,77.18750013,2381.291667804,12.187500039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
"8036","Sustut-Sockeye","Sockeye",1961,250,771.010417888,NA,0,675.291667804,81.656250039,14.062500045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
