stock.id,species,stock.name,lat,lon,region,ocean.basin,state,begin,end,n.years,m.spawners,m.recruits,source,url,comments
138,Chum,Anvik-Chum,62.78,-164.96,AYK,BS,AK,1972,1993,22,644.8571364,1042.702045,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Clark, J. and G. Sandone. 2001. Biological escapement goal for Anvik River chum salmon. Technical report, Regional InformationI Report No. 3AO1- 06, Alaska Department of Fish and Game",NA,
139,Chum,Andreafsky-Chum,62.78,-164.96,AYK,BS,AK,1972,2001,30,94.889,104.4445849,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Fleischman, S. and D. Evenson. 2010. Run reconstruction, spawner-recruit analysis, and escapement goal recommendation for summer chum salmon in the east fork of the Andreafsky River. Technical report, Fishery Manuscript Series No. 10-04, Alaska Department of Fish and Game",NA,
140,Chum,Norton Sound-Chum,64.52,-165.12,AYK,BS,AK,1974,1995,22,43.87609091,53.63122727,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Clark, J. 2001a. Biological escapement goal for chum salmon in subdistrict one of Norton Sound. Technical report, Regional Information Report No. 3AO1-09, Alaska Department of Fish and Game",NA,District 1
141,Chum,Kwiniuk Inlet-Chum,64.72,-161.96,AYK,BS,AK,1965,1995,31,47.12280645,69.07622581,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Clark, J. 2001b. Biological escapement goals for Kwiniuk and Tubutulik chum salmon. Technical report, Regional Infomlation Report No. 3AOI-08, Alaska Department of Fish and Game",NA,Sum of Kwiniuk and Tubutulik Rivers
142,Chum,Kotzebue-Chum,66.46,-161.91,AYK,BS,AK,1962,1997,36,389.0910278,640.1555556,"Doug Eggers, Alaska Department of Fish and Game (ADFG), Juneau, AK; Eggers, D. and J. Clark. 2006. Assessment of historical runs and escapement goals for Kotzebue area chum salmon. Technical report, Fishery Manuscript No. 06-01, Alaska Department of Fish and Game ",NA,
143,Chum,Lower Skeena-Chum,54.3,-130.36,North Coast,SEAK,BC,1958,2012,49,21.47406122,34.42240816,"Salmon Watersheds Program, PSF, 2022",NA,
144,Chum,Portland Inlet-Chum,55.04,130,North Coast,SEAK,BC,1954,2011,58,24.58896552,41.28081034,"Salmon Watersheds Program, PSF, 2022",NA,
145,Chum,Portland Canal-Observatory-Chum,54.82,130.25,North Coast,SEAK,BC,1954,2012,59,42.21008475,72.47411864,"Salmon Watersheds Program, PSF, 2022",NA,
146,Chum,Smith Inlet-Chum,51.31,-127.43,Central Coast,WC,BC,1954,2009,56,57.129,76.37435714,"Salmon Watersheds Program, PSF, 2022",NA,
147,Chum,Rivers Inlet-Chum,51.68,-127.26,Central Coast,WC,BC,1954,2007,54,40.84161111,49.08725926,"Salmon Watersheds Program, PSF, 2022",NA,
148,Chum,Spiller-Fitz-Hugh-Burke-Chum,52.16,-128.14,Central Coast,WC,BC,1954,2016,63,256.5827619,400.1066349,"Salmon Watersheds Program, PSF, 2022",NA,
149,Chum,Bella Coola-Dean Rivers-Chum,52.38,-126.78,Central Coast,WC,BC,1954,2016,63,200.6654762,430.2049365,"Salmon Watersheds Program, PSF, 2022",NA,
150,Chum,Hecate Lowlands-Chum,53.42,-129.25,Central Coast,WC,BC,1954,2016,63,116.8755397,215.3274603,"Salmon Watersheds Program, PSF, 2022",NA,
151,Chum,Mussel-Kynoch-Chum,52.61,-128.52,Central Coast,WC,BC,1954,2015,62,112.025,170.7622097,"Salmon Watersheds Program, PSF, 2022",NA,
152,Chum,Douglas-Gardner-Chum,53.96,-128.68,Central Coast,WC,BC,1954,2015,62,236.7610484,368.9858871,"Salmon Watersheds Program, PSF, 2022",NA,
153,Chum,Northwest Vancouver Island-Chum,50.04,-127.68,South Coast,WC,BC,1956,2010,49,53.31706122,58.15867347,"Salmon Watersheds Program, PSF, 2022",NA,
154,Chum,Southwest & West Vancouver Island-Chum,48.7,-125.09,South Coast,WC,BC,1956,2010,48,326.7704792,391.9638125,"Salmon Watersheds Program, PSF, 2022",NA,
155,Chum,East Haida Gwaii-Chum,53.26,-131.62,Haida Gwaii,SEAK,BC,1954,2008,55,202.4377091,292.1338545,"Salmon Watersheds Program, PSF, 2022",NA,
156,Chum,North Haida Gwaii-Chum,54.31,-132.44,Haida Gwaii,SEAK,BC,1954,2002,49,62.26626531,68.09181633,"Salmon Watersheds Program, PSF, 2022",NA,
157,Chum,West Haida Gwaii-Chum,53.12,-132.82,Haida Gwaii,SEAK,BC,1954,2009,56,103.8452679,133.0461964,"Salmon Watersheds Program, PSF, 2022",NA,
158,Chum,Skidegate-Chum,54.09,-132.22,Haida Gwaii,SEAK,BC,1954,2010,57,108.7804912,151.4397018,"Salmon Watersheds Program, PSF, 2022",NA,
159,Pink-Odd,Puyallup-Pink-Odd,47.26972,-122.4272,Inside WA,WC,WA,1959,2019,31,165.9470645,241.002129,"Marisa Litz, WDFW, April 2023",NA,
160,Pink-Odd,Hood Canal-Pink-Odd,47.5644,-122.9956,Inside WA,WC,WA,1959,2019,31,88.39303226,138.4444194,"Marisa Litz, WDFW, April 2023",NA,"Sum of Dosewallips, Duckabush, and Hamma Hamma"
161,Pink-Odd,Snohomish-Pink-Odd,48.02139,-122.2072,Inside WA,WC,WA,1959,2019,31,397.1633548,602.9406452,"Marisa Litz, WDFW, April 2023",NA,
162,Pink-Odd,Dungeness-Pink-Odd,48.1508,-123.1333,Inside WA,WC,WA,1959,2019,31,62.31480645,85.84274194,"Marisa Litz, WDFW, April 2023",NA,
163,Pink-Odd,Stillaguamish-Pink-Odd,48.23861,-122.3758,Inside WA,WC,WA,1959,2019,31,187.3112581,318.7559677,"Marisa Litz, WDFW, April 2023",NA,
164,Pink-Odd,Skagit-Pink-Odd,48.3875,-122.3656,Inside WA,WC,WA,1959,2019,31,422.0832581,850.4550323,"Marisa Litz, WDFW, April 2023",NA,
165,Pink-Odd,Nooksack-Pink-Odd,48.775,-122.5978,Inside WA,WC,WA,1959,2019,31,68.721,120.8922903,"Marisa Litz, WDFW, April 2023",NA,
166,Pink-Odd,Nisqually-Pink-Odd,47.101,122.706,Inside WA,WC,WA,1959,2019,27,83.61748148,100.1805926,"Marisa Litz, WDFW, April 2023",NA,NA
167,Pink-Odd,S South Misc.-Pink-Odd,47.16,122.91,Inside WA,WC,WA,1959,2019,31,0.300516129,0.504258065,"Marisa Litz, WDFW, April 2023",NA,NA
168,Pink-Odd,Fraser-Pink-Odd,49.12333,-123.0569,South Coast,WC,BC,1961,2021,31,6532.232194,11492.73674,"S. Latham, Pacific Salmon Commission, Vancouver, BC",NA,
169,Pink-Even,S SEAK-Pink-Even,55.71556,-131.8714,SEAK,SEAK,AK,1960,2008,25,12685.33796,30258.58564,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,Districts 101-108
170,Pink-Odd,S SEAK-Pink-Odd,55.71556,-131.8714,SEAK,SEAK,AK,1961,2007,24,14288.64188,36485.09004,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,Districts 101-108
171,Pink-Even,N SEAK Outside-Pink-Even,57.17694,-135.7869,SEAK,SEAK,AK,1960,2008,25,1848.00196,3162.11524,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 109-112, 114, 115"
172,Pink-Odd,N SEAK Outside-Pink-Odd,57.17694,-135.7869,SEAK,SEAK,AK,1961,2007,24,2905.870667,4830.86525,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 109-112, 114, 115"
173,Pink-Even,N SEAK Inside-Pink-Even,57.57528,-134.7503,SEAK,SEAK,AK,1960,2008,25,6982.64704,14791.87416,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,District 113
174,Pink-Odd,N SEAK Inside-Pink-Odd,57.57528,-134.7503,SEAK,SEAK,AK,1961,2007,24,8279.893542,18241.23688,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,District 113
175,Pink-Even,Situk-Pink-Even,59.43353,-139.5467,Yakutat,SEAK,AK,1962,1990,12,180.8579167,179.011,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,
176,Pink-Odd,Situk-Pink-Odd,59.43353,-139.5467,Yakutat,SEAK,AK,1965,1989,13,200.2322308,226.6915385,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,
177,Pink-Even,Humpy-Pink-Even,59.6444,-139.5844,Yakutat,SEAK,AK,1962,1992,12,27.38375,46.42808333,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,
178,Pink-Odd,Humpy-Pink-Odd,59.6444,-139.5844,Yakutat,SEAK,AK,1973,1991,10,73.9719,110.7452,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,
179,Pink-Even,PWS-Pink-Even,60.5,-147,PWS,GOA,AK,1960,2008,25,3790.72064,8419.56872,"Steve Moffitt, Alaska Department of Fish and Game (ADFG), Cordova, AK",NA,
180,Pink-Odd,PWS-Pink-Odd,60.5,-147,PWS,GOA,AK,1961,2009,25,5012.929,11813.1606,"Steve Moffitt, Alaska Department of Fish and Game (ADFG), Cordova, AK",NA,
181,Pink-Even,S CIn-Pink-Even,59.52528,-151.48,Cook Inlet,GOA,AK,1976,2008,17,72.07635294,102.4275882,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay"
182,Pink-Odd,S CIn-Pink-Odd,59.52528,-151.48,Cook Inlet,GOA,AK,1977,2009,17,110.6001765,164.2054706,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay"
183,Pink-Even,Outer CIn-Pink-Even,59.38389,-150.7528,Cook Inlet,GOA,AK,1976,2008,17,185.2204118,407.7485882,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka"
184,Pink-Odd,Outer CIn-Pink-Odd,59.38389,-150.7528,Cook Inlet,GOA,AK,1977,2009,17,278.9246471,648.2626471,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka"
185,Pink-Even,Kamishak-Pink-Even,59.27,-154.1175,Cook Inlet,GOA,AK,1976,2008,17,306.1155294,382.8532353,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek"
186,Pink-Odd,Kamishak-Pink-Odd,59.27,-154.1175,Cook Inlet,GOA,AK,1977,2009,17,326.6470588,370.3618235,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek"
187,Pink-Even,Afognak-Pink-Even,58.26222,-152.5883,Kodiak,GOA,AK,1978,2008,16,722.384625,1694.740625,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
188,Pink-Odd,Afognak-Pink-Odd,58.26222,-152.5883,Kodiak,GOA,AK,1979,2009,16,778.8905,2002.241688,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
189,Pink-Even,W Kod-Pink-Even,57.11389,-154.4947,Kodiak,GOA,AK,1978,2008,16,5886.377375,12899.53238,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
190,Pink-Odd,W Kod-Pink-Odd,57.11389,-154.4947,Kodiak,GOA,AK,1979,2009,16,2382.720625,7097.977813,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
191,Pink-Even,Alitak-Pink-Even,56.88528,-154.1217,Kodiak,GOA,AK,1978,2008,16,1195.321,2039.596813,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
192,Pink-Odd,Alitak-Pink-Odd,56.88528,-154.1217,Kodiak,GOA,AK,1979,2009,16,1965.758,4233.93275,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
193,Pink-Even,E Kod-Pink-Even,57.089858,-153.187928,Kodiak,GOA,AK,1978,2008,16,1600.4925,2543.82225,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
194,Pink-Odd,E Kod-Pink-Odd,57.089858,-153.187928,Kodiak,GOA,AK,1979,2009,16,2710.426125,6405.908188,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
195,Pink-Even,Mainland Kod-Pink-Even,58.03333,-154.6644,Kodiak,GOA,AK,1978,2008,16,1165.281875,1672.561125,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
196,Pink-Odd,Mainland Kod-Pink-Odd,58.03333,-154.6644,Kodiak,GOA,AK,1979,2009,16,1560.81875,2015.378563,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
197,Pink-Even,Chignik Bay-Pink-Even,56.38528,-158.2261,Chignik,GOA,AK,1962,2008,22,30.94813636,120.1955455,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
198,Pink-Odd,Chignik Bay-Pink-Odd,56.38528,-158.2261,Chignik,GOA,AK,1963,2009,21,37.31114286,111.6422381,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
199,Pink-Even,Central Chig-Pink-Even,56.59639,-157.9933,Chignik,GOA,AK,1962,2008,24,115.3158333,221.363375,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
200,Pink-Odd,Central Chig-Pink-Odd,56.59639,-157.9933,Chignik,GOA,AK,1963,2009,24,218.73375,428.215875,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
201,Pink-Even,E Chig-Pink-Even,56.98528,-156.5806,Chignik,GOA,AK,1962,2008,24,560.2558333,765.3191667,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
202,Pink-Odd,E Chig-Pink-Odd,56.98528,-156.5806,Chignik,GOA,AK,1963,2009,24,437.64375,504.9382083,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
203,Pink-Even,W Chig-Pink-Even,56.06667,-158.6756,Chignik,GOA,AK,1962,2008,24,130.4125417,409.55,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
204,Pink-Odd,W Chig-Pink-Odd,56.06667,-158.6756,Chignik,GOA,AK,1963,2009,24,186.1895833,549.2009167,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
205,Pink-Even,Perryville-Pink-Even,55.85417,-159.3314,Chignik,GOA,AK,1962,2008,24,124.85375,238.61925,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
206,Pink-Odd,Perryville-Pink-Odd,55.85417,-159.3314,Chignik,GOA,AK,1963,2009,24,179.13125,394.26425,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,
207,Pink-Even,SE-SC AKPen-Pink-Even,55.5,-161,AK Peninsula,BS,AK,1962,2008,24,1638.669167,4402.551875,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southeastern and Southcentral Districts
208,Pink-Odd,SE-SC AKPen-Pink-Odd,55.5,-161,AK Peninsula,BS,AK,1963,2009,24,1879.707833,5474.232833,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southeastern and Southcentral Districts
209,Pink-Even,SW-Unimak-Pink-Even,54.5,-163.5,AK Peninsula,BS,AK,1962,2008,24,916.2539583,2268.711625,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southwestern and Unimak Districts
210,Pink-Odd,SW-Unimak-Pink-Odd,54.5,-163.5,AK Peninsula,BS,AK,1963,2009,24,750.325,1829.513708,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,Sum of Southwestern and Unimak Districts
211,Pink-Even,NW AKPen-Pink-Even,54.982,-163.37,AK Peninsula,BS,AK,1962,2008,23,50.74847826,90.74113043,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
212,Pink-Odd,NW AKPen-Pink-Odd,54.982,-163.37,AK Peninsula,BS,AK,1963,2009,24,7.5995,30.87870833,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
213,Pink-Even,Nushagak-Pink-Even,58.62222,-158.5911,Bristol Bay,BS,AK,1958,2002,23,1313.183391,2042.295304,"Lowell Fair, Alaska Department of Fish and Game (ADFG), Anchorage, AK",NA,
214,Pink-Even,Unalakleet-Pink-Even,63.86944,-160.7878,AYK,BS,AK,1970,2002,13,114.8156154,253.9194615,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,
215,Pink-Odd,Unalakleet-Pink-Odd,63.86944,-160.7878,AYK,BS,AK,1973,2009,15,57.96573333,80.05653333,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,
216,Pink-Even,Nome-Pink-Even,64.4828,-165.305,AYK,BS,AK,1972,2008,19,478.8536842,504.4855789,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,
217,Pink-Odd,Nome-Pink-Odd,64.4828,-165.305,AYK,BS,AK,1971,2009,20,155.71515,164.39975,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,
218,Pink-Even,Moses-Norton-Pink-Even,64.64,-161.55,AYK,BS,AK,1964,2008,23,490.8851739,518.7969565,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,Sum of Moses Point and Norton Bay Subdistricts
219,Pink-Odd,Moses-Norton-Pink-Odd,64.64,-161.55,AYK,BS,AK,1963,2009,24,126.1810833,136.08425,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,Sum of Moses Point and Norton Bay Subdistricts
220,Pink-Even,Middle-Upper Skeena-Pink-Even,54.09,-130.21,North Coast,SEAK,BC,1954,2014,31,451.894,921.0323226,"Salmon Watersheds Program, PSF, 2022",NA,
221,Pink-Odd,Middle-Upper Skeena-Pink-Odd,54.09,-130.21,North Coast,SEAK,BC,1955,2015,31,1086.982806,2250.170161,"Salmon Watersheds Program, PSF, 2022",NA,
222,Pink-Even,Nass-Skeena Estuary-Pink-Even,54.09,-130.21,North Coast,SEAK,BC,1954,2014,31,1527.905,2577.429677,"Salmon Watersheds Program, PSF, 2022",NA,
223,Pink-Odd,Nass-Skeena Estuary-Pink-Odd,54.09,-130.21,North Coast,SEAK,BC,1955,2015,31,223.0285806,412.3847742,"Salmon Watersheds Program, PSF, 2022",NA,
224,Pink-Odd,Lower Skeena River-Pink-Odd,54.09,-130.21,North Coast,SEAK,BC,1955,2015,31,1454.518419,3056.163323,"Salmon Watersheds Program, PSF, 2022",NA,
225,Pink-Odd,Nass-Portland-Observatory-Pink-Odd,54.82,-130.25,North Coast,SEAK,BC,1955,2015,31,611.5062258,1229.424839,"Salmon Watersheds Program, PSF, 2022",NA,
226,Pink-Even,Hecate Lowlands-Pink-Even,52.45,-129.1,Central Coast,WC,BC,1954,2018,33,828.7760303,1687.273879,"Salmon Watersheds Program, PSF, 2022",NA,
227,Pink-Even,Hecate Strait-Fjords-Pink-Even,52.45,-129.1,Central Coast,WC,BC,1954,2018,33,3707.86803,7902.336242,"Salmon Watersheds Program, PSF, 2022",NA,
228,Pink-Odd,Hecate Strait-Fjords-Pink-Odd,52.45,-129.1,Central Coast,WC,BC,1955,2019,33,1549.372697,2325.309,"Salmon Watersheds Program, PSF, 2022",NA,
229,Pink-Odd,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean-Pink-Odd,51.44111597,-127.78,Central Coast,WC,BC,1955,2019,31,1409.223871,1757.816871,"Salmon Watersheds Program, PSF, 2022",NA,
230,Pink-Odd,Hecate Strait-Lowlands-Pink-Odd,52.45,-129.1,Central Coast,WC,BC,1955,2019,33,692.6554545,1053.928242,"Salmon Watersheds Program, PSF, 2022",NA,
231,Pink-Even,Georgia Strait-Pink-Even,49.80573928,-124.0410067,South Coast,WC,BC,1954,2014,31,237.5483871,307.0716129,"Salmon Watersheds Program, PSF, 2022",NA,
232,Pink-Odd,Georgia Strait-Pink-Odd,49.80573928,-124.0410067,South Coast,WC,BC,1957,2013,29,457.2301034,798.8213448,"Salmon Watersheds Program, PSF, 2022",NA,
233,Pink-Even,Southern Fjords-Pink-Even,50.88,-126.61,South Coast,WC,BC,1954,2014,31,1410.235355,2247.585355,"Salmon Watersheds Program, PSF, 2022",NA,
234,Pink-Odd,Southern Fjords-Pink-Odd,50.88,-126.61,South Coast,WC,BC,1957,2013,29,478.207931,754.6658276,"Salmon Watersheds Program, PSF, 2022",NA,
235,Pink-Odd,East Howe Sound-Burrard Inlet-Pink-Odd,49.33,-123.29,South Coast,WC,BC,1957,2013,29,126.5752069,249.4998621,"Salmon Watersheds Program, PSF, 2022",NA,
236,Pink-Odd,East Vancouver Island-Johnstone Strait-Pink-Odd,50.568,-126.813,South Coast,WC,BC,1957,2013,29,105.0728966,163.5817586,"Salmon Watersheds Program, PSF, 2022",NA,
237,Pink-Odd,Nahwitti-Pink-Odd,50.43,-128,Central Coast,WC,BC,1957,2013,29,25.96193103,33.46644828,"Salmon Watersheds Program, PSF, 2022",NA,
238,Pink-Even,North Haida Gwaii-Pink-Even,54.09,-132.14,Haida Gwaii,SEAK,BC,1954,2018,30,1024.534967,1301.5296,"Salmon Watersheds Program, PSF, 2022",NA,
239,Pink-Even,East Haida Gwaii-Pink-Even,52.66,-131.29,Haida Gwaii,SEAK,BC,1954,2012,30,765.5295333,1030.1187,"Salmon Watersheds Program, PSF, 2022",NA,
240,Pink-Odd,East Haida Gwaii-Pink-Odd,52.66,-131.29,Haida Gwaii,SEAK,BC,1955,2011,29,68.0467931,76.92186207,"Salmon Watersheds Program, PSF, 2022",NA,
241,Pink-Even,West Haida Gwaii-Pink-Even,52.6,-132.09,Haida Gwaii,SEAK,BC,1954,2012,30,287.2254333,408.9235667,"Salmon Watersheds Program, PSF, 2022",NA,
242,Chinook,Ayakulik-Chinook,57.1978276,-154.53849,Kodiak,GOA,AK,1977,2009,33,10.21293939,12.20621212,"Fishery Manuscript Series No. 16-09: Review of Salmon Escapement Goals in the Kodiak
Management Area, 2016 ",http://www.adfg.alaska.gov/static/regulations/regprocess/fisheriesboard/pdfs/2016-2017/kodiak/FMS16-09.pdf,NA
243,Chinook,Karluk-Chinook,57.563,-154.3843,Kodiak,GOA,AK,1976,2009,34,7.709588235,8.566352941,"Fishery Manuscript Series No. 16-09: Review of Salmon Escapement Goals in the Kodiak
Management Area, 2016 ",http://www.adfg.alaska.gov/static/regulations/regprocess/fisheriesboard/pdfs/2016-2017/kodiak/FMS16-09.pdf,NA
244,Chinook,Chignik-Chinook,56.2615981,-158.71224,Chignik,GOA,AK,1980,2008,29,3.376275862,5.373575862,"Fishery Manuscript Series No. 15-02: Review of Salmon Escapement Goals in the Chignik
Management Area, 2015 ",http://www.adfg.alaska.gov/FedAidPDFs/FMS15-02.pdf,NA
245,Chinook,Nelson-Chinook,55.810523,-161.25646,AK Peninsula,BS,AK,1981,1996,16,4.4945625,6.89925,"Fishery Manuscript No. 06-03: Review of Salmon Escapement Goals in the Alaska
Peninsula and Aleutian Islands Management Areas
Report to the Alaska Board of Fisheries, 2004",http://www.sf.adfg.state.ak.us/FedAidPDFs/fms06-03.pdf,NA
246,Chinook,Goodnews-Chinook,59.15992,-160.6119,AYK,BS,AK,1981,2001,21,3.154190476,4.761095238,"Fishery Data Series No. 10-08: Goodnews River Salmon Monitoring and Assessment,
2008 ",http://www.adfg.alaska.gov/FedAidPDFs/FDS10-08.pdf,NA
