"","stock","species","broodyear","spawners","recruits","r0.1","r0.2","r0.3","r0.4","r0.5","r1.1","r1.2","r1.3","r1.4","r1.5","r2","r2.1","r2.2","r2.3","r2.4","r2.5","r3","r3.1","r3.2","r3.3","r3.4","r4","r4.1","r4.2","r4.3","r4.4","r5","r5.1","r5.2","r5.3","r6","r6.2","r6.3","r6.4","r7","r7.2","r8","stock.id","logRS"
"3549","Willapa Bay-Chum","Chum",2006,14717,31604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9984,NA,NA,NA,NA,20111,NA,NA,NA,NA,1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.764280406678511
"3550","Willapa Bay-Chum","Chum",2007,17085,91053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5665,NA,NA,NA,NA,67096,NA,NA,NA,NA,18292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1.67324086899272
"3551","Willapa Bay-Chum","Chum",2008,9008,22096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082,NA,NA,NA,NA,18883,NA,NA,NA,NA,2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.897283525269602
"3552","Willapa Bay-Chum","Chum",2009,12629,18332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5414,NA,NA,NA,NA,11735,NA,NA,NA,NA,1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.372652409982845
"3553","Willapa Bay-Chum","Chum",2010,24546,32520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7417,NA,NA,NA,NA,22766,NA,NA,NA,NA,2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.281306376504293
"3554","Willapa Bay-Chum","Chum",2011,65764,50834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6185,NA,NA,NA,NA,35278,NA,NA,NA,NA,9371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,-0.257507154101173
"3555","Willapa Bay-Chum","Chum",2012,25519,89138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10694,NA,NA,NA,NA,72275,NA,NA,NA,NA,6169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1.25076245789429
"3556","Willapa Bay-Chum","Chum",2013,23642,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4341,NA,NA,NA,NA,8836,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,-0.550531467124193
"3557","Willapa Bay-Chum","Chum",2014,25612,19190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6901,NA,NA,NA,NA,9546,NA,NA,NA,NA,2743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,-0.288671681636947
"3558","Willapa Bay-Chum","Chum",2015,44147,59001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33660,NA,NA,NA,NA,21454,NA,NA,NA,NA,3887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.29002941834325
"3559","Willapa Bay-Chum","Chum",2016,78725,54632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19356,NA,NA,NA,NA,28385,NA,NA,NA,NA,6891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,-0.3653409753283
"3560","Grays Harbour-Chum","Chum",1969,11150,46156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14133,NA,NA,NA,NA,30493,NA,NA,NA,NA,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.42058746542629
"3561","Grays Harbour-Chum","Chum",1970,15700,39290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13211,NA,NA,NA,NA,25666,NA,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.917309321216106
"3562","Grays Harbour-Chum","Chum",1971,10250,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11054,NA,NA,NA,NA,5785,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.496419919043755
"3563","Grays Harbour-Chum","Chum",1972,8000,48667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18110,NA,NA,NA,NA,29710,NA,NA,NA,NA,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.805559640652
"3564","Grays Harbour-Chum","Chum",1973,12350,19861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3486,NA,NA,NA,NA,16137,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.475101946742668
"3565","Grays Harbour-Chum","Chum",1977,21000,55516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24623,NA,NA,NA,NA,26436,NA,NA,NA,NA,4457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.97214882977017
"3566","Grays Harbour-Chum","Chum",1978,11000,99949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10243,NA,NA,NA,NA,79956,NA,NA,NA,NA,9750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2.20676478309549
"3567","Grays Harbour-Chum","Chum",1980,24700,32511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19268,NA,NA,NA,NA,13019,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.274775249975036
"3568","Grays Harbour-Chum","Chum",1981,18050,56008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33012,NA,NA,NA,NA,20380,NA,NA,NA,NA,2616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.13234885289601
"3569","Grays Harbour-Chum","Chum",1982,35100,75005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24187,NA,NA,NA,NA,47770,NA,NA,NA,NA,3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.759353647509034
"3570","Grays Harbour-Chum","Chum",1983,21000,19300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,NA,NA,NA,NA,15308,NA,NA,NA,NA,2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.0844173418125832
"3571","Grays Harbour-Chum","Chum",1984,23700,193236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49377,NA,NA,NA,NA,132554,NA,NA,NA,NA,11305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2.09843719168277
"3572","Grays Harbour-Chum","Chum",1985,31300,10289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2330,NA,NA,NA,NA,6760,NA,NA,NA,NA,1199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-1.11254273415243
"3573","Grays Harbour-Chum","Chum",1986,19550,13438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991,NA,NA,NA,NA,9133,NA,NA,NA,NA,3314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.374888771933417
"3574","Grays Harbour-Chum","Chum",1987,9475,34178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618,NA,NA,NA,NA,29740,NA,NA,NA,NA,2820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.28292541125623
"3575","Grays Harbour-Chum","Chum",1988,62175,108456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12350,NA,NA,NA,NA,78548,NA,NA,NA,NA,17558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.55639157108762
"3576","Grays Harbour-Chum","Chum",1989,9080,25037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,16837,NA,NA,NA,NA,6624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.0142805381344
"3577","Grays Harbour-Chum","Chum",1990,8972,24885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3489,NA,NA,NA,NA,15741,NA,NA,NA,NA,5655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.02015659565256
"3578","Grays Harbour-Chum","Chum",1991,17936,9414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594,NA,NA,NA,NA,6300,NA,NA,NA,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.644611923350853
"3579","Grays Harbour-Chum","Chum",1992,38300,21960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8442,NA,NA,NA,NA,13197,NA,NA,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.55622727954527
"3580","Grays Harbour-Chum","Chum",1993,21059,18932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3022,NA,NA,NA,NA,11031,NA,NA,NA,NA,4879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.10647441015364
"3581","Grays Harbour-Chum","Chum",1994,24592,34802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,NA,NA,NA,NA,29657,NA,NA,NA,NA,2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.347253669597147
"3582","Grays Harbour-Chum","Chum",1995,12616,6968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3918,NA,NA,NA,NA,2979,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.593637610110536
"3583","Grays Harbour-Chum","Chum",1996,12413,17627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9623,NA,NA,NA,NA,6804,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.350687506904006
"3584","Grays Harbour-Chum","Chum",1997,13456,28370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901,NA,NA,NA,NA,17651,NA,NA,NA,NA,6818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.745907145590168
"3585","Grays Harbour-Chum","Chum",1998,35188,33306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7026,NA,NA,NA,NA,24927,NA,NA,NA,NA,1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.0549675544543489
"3586","Grays Harbour-Chum","Chum",1999,12260,79870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32917,NA,NA,NA,NA,42768,NA,NA,NA,NA,4185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.87405838242123
"3587","Grays Harbour-Chum","Chum",2000,8936,29957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4547,NA,NA,NA,NA,22821,NA,NA,NA,NA,2589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.20967495835708
"3588","Grays Harbour-Chum","Chum",2001,24898,23219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4931,NA,NA,NA,NA,16971,NA,NA,NA,NA,1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.0698165699393655
"3589","Grays Harbour-Chum","Chum",2002,56175,16985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783,NA,NA,NA,NA,12714,NA,NA,NA,NA,2488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-1.19614121645885
"3590","Grays Harbour-Chum","Chum",2003,37947,9163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,NA,NA,NA,NA,7784,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-1.42101681335044
"3591","Grays Harbour-Chum","Chum",2004,17063,5724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,NA,NA,NA,NA,3555,NA,NA,NA,NA,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-1.09224451485092
"3592","Grays Harbour-Chum","Chum",2005,14490,16412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497,NA,NA,NA,NA,11125,NA,NA,NA,NA,2790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.124554018247349
"3593","Grays Harbour-Chum","Chum",2006,10826,41414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7147,NA,NA,NA,NA,32857,NA,NA,NA,NA,1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.34166833954305
"3594","Grays Harbour-Chum","Chum",2007,11051,62104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6543,NA,NA,NA,NA,44681,NA,NA,NA,NA,10880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.72628947749673
"3595","Grays Harbour-Chum","Chum",2008,3938,27664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2244,NA,NA,NA,NA,22593,NA,NA,NA,NA,2827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.949458948724
"3596","Grays Harbour-Chum","Chum",2009,14585,33754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3593,NA,NA,NA,NA,27437,NA,NA,NA,NA,2724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.839105325494608
"3597","Grays Harbour-Chum","Chum",2010,33537,34120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8924,NA,NA,NA,NA,21858,NA,NA,NA,NA,3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.0172344156671801
"3598","Grays Harbour-Chum","Chum",2011,29043,41731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2923,NA,NA,NA,NA,33644,NA,NA,NA,NA,5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.362466767485661
"3599","Grays Harbour-Chum","Chum",2012,25452,77763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9813,NA,NA,NA,NA,60898,NA,NA,NA,NA,7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.11687141428435
"3600","Grays Harbour-Chum","Chum",2013,21284,14147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2311,NA,NA,NA,NA,11229,NA,NA,NA,NA,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-0.408453029257326
"3601","Grays Harbour-Chum","Chum",2014,14711,26417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9837,NA,NA,NA,NA,16047,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.585412229038125
"3602","Grays Harbour-Chum","Chum",2015,33705,55818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25532,NA,NA,NA,NA,29879,NA,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.504450203709074
"3603","Grays Harbour-Chum","Chum",2016,62811,22044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8117,NA,NA,NA,NA,13295,NA,NA,NA,NA,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,-1.04708976135025
"3604","S Sound Summer-Chum","Chum",1968,22007,128509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA,NA,NA,NA,116155,NA,NA,NA,NA,2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.76463835622577
"3605","S Sound Summer-Chum","Chum",1969,3439,41801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17193,NA,NA,NA,NA,23863,NA,NA,NA,NA,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2.4977395312394
"3606","S Sound Summer-Chum","Chum",1970,5410,29271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15002,NA,NA,NA,NA,14125,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.68834817193553
"3607","S Sound Summer-Chum","Chum",1971,4809,13754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7762,NA,NA,NA,NA,5916,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.05084052860212
"3608","S Sound Summer-Chum","Chum",1972,33523,74853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2392,NA,NA,NA,NA,72371,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.803294419806984
"3609","S Sound Summer-Chum","Chum",1973,9643,10407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4289,NA,NA,NA,NA,5938,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.076246393127475
"3610","S Sound Summer-Chum","Chum",1974,19729,13738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4009,NA,NA,NA,NA,9678,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.361923918721143
"3611","S Sound Summer-Chum","Chum",1975,5803,5537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5101,NA,NA,NA,NA,406,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.0469221873676411
"3612","S Sound Summer-Chum","Chum",1976,32743,7693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,5299,NA,NA,NA,NA,1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-1.4483783743007
"3613","S Sound Summer-Chum","Chum",1977,3835,22231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9752,NA,NA,NA,NA,11656,NA,NA,NA,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.75731827640063
"3614","S Sound Summer-Chum","Chum",1978,5875,4838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,NA,NA,NA,NA,3303,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.194204647842387
"3615","S Sound Summer-Chum","Chum",1979,1005,5448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753,NA,NA,NA,NA,2524,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.69026102733617
"3616","S Sound Summer-Chum","Chum",1980,7555,15112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789,NA,NA,NA,NA,13013,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.693279534474506
"3617","S Sound Summer-Chum","Chum",1981,6294,10129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5813,NA,NA,NA,NA,3867,NA,NA,NA,NA,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.475805798062445
"3618","S Sound Summer-Chum","Chum",1982,4089,19455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330,NA,NA,NA,NA,14690,NA,NA,NA,NA,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.55980366505401
"3619","S Sound Summer-Chum","Chum",1983,1769,16975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4351,NA,NA,NA,NA,10540,NA,NA,NA,NA,2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2.26132725826711
"3620","S Sound Summer-Chum","Chum",1984,8034,91579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15780,NA,NA,NA,NA,72281,NA,NA,NA,NA,3518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2.43351945181752
"3621","S Sound Summer-Chum","Chum",1985,4022,43916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11902,NA,NA,NA,NA,28070,NA,NA,NA,NA,3944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2.39049942702203
"3622","S Sound Summer-Chum","Chum",1986,10019,61065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,NA,NA,NA,NA,48864,NA,NA,NA,NA,6831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.80745558034593
"3623","S Sound Summer-Chum","Chum",1987,19058,28878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,NA,NA,NA,NA,21447,NA,NA,NA,NA,5459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.415593098623031
"3624","S Sound Summer-Chum","Chum",1988,31282,150291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11438,NA,NA,NA,NA,130441,NA,NA,NA,NA,8411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.56953056247447
"3625","S Sound Summer-Chum","Chum",1989,7424,31869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5459,NA,NA,NA,NA,19899,NA,NA,NA,NA,6511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.45691575498209
"3626","S Sound Summer-Chum","Chum",1990,14385,69011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7301,NA,NA,NA,NA,55085,NA,NA,NA,NA,6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.56807991517754
"3627","S Sound Summer-Chum","Chum",1991,12181,7442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234,NA,NA,NA,NA,4523,NA,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.492737730793391
"3628","S Sound Summer-Chum","Chum",1992,27760,177629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52425,NA,NA,NA,NA,121402,NA,NA,NA,NA,3802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.85610096987767
"3629","S Sound Summer-Chum","Chum",1993,33177,17264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985,NA,NA,NA,NA,10840,NA,NA,NA,NA,3439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.653233456245554
"3630","S Sound Summer-Chum","Chum",1994,54391,54085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055,NA,NA,NA,NA,49547,NA,NA,NA,NA,2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.00564181591627245
"3631","S Sound Summer-Chum","Chum",1995,55179,50146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34518,NA,NA,NA,NA,14964,NA,NA,NA,NA,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.0956436956077274
"3632","S Sound Summer-Chum","Chum",1996,114316,47511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6099,NA,NA,NA,NA,37176,NA,NA,NA,NA,4236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.878005280328617
"3633","S Sound Summer-Chum","Chum",1997,16001,56728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,52040,NA,NA,NA,NA,3548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.26561669571496
"3634","S Sound Summer-Chum","Chum",1998,80404,75468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27835,NA,NA,NA,NA,45239,NA,NA,NA,NA,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.063355200841783
"3635","S Sound Summer-Chum","Chum",1999,23461,42079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9758,NA,NA,NA,NA,25133,NA,NA,NA,NA,7188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.584209335825696
"3636","S Sound Summer-Chum","Chum",2000,27705,201832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21543,NA,NA,NA,NA,161930,NA,NA,NA,NA,18359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.98582276587325
"3637","S Sound Summer-Chum","Chum",2001,62821,30102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9080,NA,NA,NA,NA,21022,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,-0.735697797750925
"3638","S Sound Summer-Chum","Chum",2002,46798,78678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5612,NA,NA,NA,NA,70917,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.519523106809644
"3639","S Sound Summer-Chum","Chum",2003,45945,51969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7880,NA,NA,NA,NA,41932,NA,NA,NA,NA,2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.123202358012065
