"","stock.id","species","stock.name","lat","lon","ocean.basin","state","begin","end","n.years","max.spawners","max.recruits","source","url","comments"
"165",139,"Chum","Northwest Vancouver Island-Chum","50.04","127.68","WC","BC",1956,2010,49,159859,134925,NA,NA,""
"166",140,"Chum","Southwest & West Vancouver Island-Chum","48.7","125.09","WC","BC",1956,2010,48,910909,994484,NA,NA,""
"167",141,"Pink-Odd","Puyallup-Pink-Odd","47.26972","122.4272","WC","WA",1959,2019,31,1203364,1502355,"Marisa Litz, WDFW, April 2023",NA,""
"168",142,"Pink-Odd","Hood Canal-Pink-Odd","47.5644","122.9956","WC","WA",1959,2019,31,549512,901739,"Marisa Litz, WDFW, April 2023",NA,"Sum of Dosewallips, Duckabush, and Hamma Hamma"
"169",143,"Pink-Odd","Snohomish-Pink-Odd","48.02139","122.2072","WC","WA",1959,2019,31,1929839,3054656,"Marisa Litz, WDFW, April 2023",NA,""
"170",144,"Pink-Odd","Dungeness-Pink-Odd","48.1508","123.1333","WC","WA",1959,2019,31,4e+05,638225,"Marisa Litz, WDFW, April 2023",NA,""
"171",145,"Pink-Odd","Stillaguamish-Pink-Odd","48.23861","122.3758","WC","WA",1959,2019,31,952534,2287418,"Marisa Litz, WDFW, April 2023",NA,""
"172",146,"Pink-Odd","Skagit-Pink-Odd","48.3875","122.3656","WC","WA",1959,2019,31,1190000,5008979,"Marisa Litz, WDFW, April 2023",NA,""
"173",147,"Pink-Odd","Nooksack-Pink-Odd","48.775","122.5978","WC","WA",1959,2019,31,247000,591801,"Marisa Litz, WDFW, April 2023",NA,""
"174",148,"Pink-Odd","Nisqually-Pink-Odd","47.101","-122.706","WC","WA",1959,2019,31,815887,921434,"Marisa Litz, WDFW, April 2023",NA,NA
"175",149,"Pink-Odd","S South Misc.-Pink-Odd","447.16","-122.91","WC","WA",1959,2019,31,1492,2374,"Marisa Litz, WDFW, April 2023",NA,NA
"176",150,"Pink-Odd","Fraser-Pink-Odd","49.12333","123.0569","WC","BC",1961,2021,31,22181030,24250000,NA,NA,""
"177",151,"Pink-Even","BC South (no Fraser)-Pink-Even","50.28778","125.2008","WC","BC",1954,2008,28,5021355,7518783,"Pieter Van Will, Fisheries and Oceans Canada (DFO), Port Hardy, BC",NA,"Statistical Areas 11-16"
"21",152,"Pink-Odd","BC South (no Fraser)-Pink-Odd","50.28778","125.2008","WC","BC",1953,2007,28,2166806,3695214,"Pieter Van Will, Fisheries and Oceans Canada (DFO), Port Hardy, BC",NA,"Statistical Areas 11-16"
"178",153,"Pink-Even","Area 10-Pink-Even","51.28722","127.6819","WC","BC",1980,2006,12,62200,223633,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"210",154,"Pink-Odd","Area 10-Pink-Odd","51.28722","127.6819","WC","BC",1981,2007,11,101868,88510,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"179",155,"Pink-Even","Area 9-Pink-Even","51.46556","127.7422","WC","BC",1980,2008,15,1299772,1299772,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"211",156,"Pink-Odd","Area 9-Pink-Odd","51.46556","127.7422","WC","BC",1981,2007,14,2097975,2097975,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"180",157,"Pink-Even","Area 8-Pink-Even","51.62194","127.8289","WC","BC",1980,2008,15,6223585,12795649,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"212",158,"Pink-Odd","Area 8-Pink-Odd","51.62194","127.8289","WC","BC",1981,2007,14,5242503,6491320,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"181",159,"Pink-Even","Area 7-Pink-Even","52.12916","128.380149","WC","BC",1980,2008,15,591202,998136,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"213",160,"Pink-Odd","Area 7-Pink-Odd","52.12916","128.380149","WC","BC",1981,2007,14,820377,1430120,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"182",161,"Pink-Even","Area 6-Pink-Even","53.08889","129.1992","WC","BC",1980,2008,15,2920975,10388250,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"214",162,"Pink-Odd","Area 6-Pink-Odd","53.08889","129.1992","WC","BC",1981,2007,14,3041512,7453515,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"183",163,"Pink-Even","Area 5-Pink-Even","53.66302","130.423874","WC","BC",1982,2008,14,786316,1047999,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"215",164,"Pink-Odd","Area 5-Pink-Odd","53.66302","130.423874","WC","BC",1983,2007,13,707232,909023,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"184",165,"Pink-Even","Area 4-Pink-Even","54.247243","130.477433","WC","BC",1982,2008,14,5658849,11614814,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"216",166,"Pink-Odd","Area 4-Pink-Odd","54.247243","130.477433","WC","BC",1983,2007,13,7962665,28393718,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"185",167,"Pink-Even","Area 3-Pink-Even","54.676678","130.502152","WC","BC",1982,2008,14,1664252,2397739,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"217",168,"Pink-Odd","Area 3-Pink-Odd","54.676678","130.502152","WC","BC",1983,2007,13,1853308,3513689,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"186",169,"Pink-Even","Area 2W-Pink-Even","52.988408","132.411026","WC","BC",1980,2008,15,492497,996731,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"187",170,"Pink-Even","Area 2E-Pink-Even","53.0175","131.5778","WC","BC",1980,2008,15,1365470,1718543,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"218",171,"Pink-Odd","Area 2E-Pink-Odd","53.0175","131.5778","WC","BC",1981,2007,13,480439,222150,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"188",172,"Pink-Even","Area 1-Pink-Even","54.071771","132.204764","WC","BC",1980,2008,15,4437660,4947640,"David Peacock, Fisheries and Oceans Canada (DFO), Prince Rupert, BC",NA,""
"189",173,"Pink-Even","S SEAK-Pink-Even","55.71556","131.8714","WC","AK",1960,2008,25,29750273,83426596,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 101-108"
"219",174,"Pink-Odd","S SEAK-Pink-Odd","55.71556","131.8714","WC","AK",1961,2007,24,28189610,79477238,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 101-108"
"190",175,"Pink-Even","N SEAK Outside-Pink-Even","57.17694","135.7869","WC","AK",1960,2008,25,5741703,9561585,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 109-112, 114, 115"
"220",176,"Pink-Odd","N SEAK Outside-Pink-Odd","57.17694","135.7869","WC","AK",1961,2007,24,6271490,11292515,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"Districts 109-112, 114, 115"
"191",177,"Pink-Even","N SEAK Inside-Pink-Even","57.57528","134.7503","WC","AK",1960,2008,25,16114790,51319856,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"District 113"
"221",178,"Pink-Odd","N SEAK Inside-Pink-Odd","57.57528","134.7503","WC","AK",1961,2007,24,25094123,61411893,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston, A. W. and S. C. Heinl. 2011. Pink salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 11-18",NA,"District 113"
"192",179,"Pink-Even","Situk-Pink-Even","59.43353","139.5467","WC","AK",1962,1990,12,525000,553506,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,""
"222",180,"Pink-Odd","Situk-Pink-Odd","59.43353","139.5467","WC","AK",1965,1989,13,450000,482701,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,""
"193",181,"Pink-Even","Humpy-Pink-Even","59.6444","139.5844","WC","AK",1962,1992,12,69000,126575,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,""
"223",182,"Pink-Odd","Humpy-Pink-Odd","59.6444","139.5844","WC","AK",1973,1991,10,225000,304130,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Marisa Litz, WDFW, April 2023",NA,""
"194",183,"Pink-Even","PWS-Pink-Even","60.5","147","GOA","AK",1960,2008,25,10234627,27866302,"Steve Moffitt, Alaska Department of Fish and Game (ADFG), Cordova, AK",NA,""
"224",184,"Pink-Odd","PWS-Pink-Odd","60.5","147","GOA","AK",1961,2009,25,13578314,25874686,"Steve Moffitt, Alaska Department of Fish and Game (ADFG), Cordova, AK",NA,""
"195",185,"Pink-Even","S CIn-Pink-Even","59.52528","151.48","GOA","AK",1976,2008,17,144354,260200,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay"
"225",186,"Pink-Odd","S CIn-Pink-Odd","59.52528","151.48","GOA","AK",1977,2009,17,243700,661500,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay"
"196",187,"Pink-Even","Outer CIn-Pink-Even","59.38389","150.7528","GOA","AK",1976,2008,17,469090,1529905,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka"
"226",188,"Pink-Odd","Outer CIn-Pink-Odd","59.38389","150.7528","GOA","AK",1977,2009,17,789129,2223900,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka"
"197",189,"Pink-Even","Kamishak-Pink-Even","59.27","154.1175","GOA","AK",1976,2008,17,1719239,2162998,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek"
"227",190,"Pink-Odd","Kamishak-Pink-Odd","59.27","154.1175","GOA","AK",1977,2009,17,1240152,1371879,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek"
"198",191,"Pink-Even","Afognak-Pink-Even","58.26222","152.5883","GOA","AK",1978,2008,16,1521470,3730000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"228",192,"Pink-Odd","Afognak-Pink-Odd","58.26222","152.5883","GOA","AK",1979,2009,16,1886046,4921462,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"199",193,"Pink-Even","W Kod-Pink-Even","57.11389","154.4947","GOA","AK",1978,2008,16,9880208,23621882,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"229",194,"Pink-Odd","W Kod-Pink-Odd","57.11389","154.4947","GOA","AK",1979,2009,16,8598000,23571000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"1100",195,"Pink-Even","Alitak-Pink-Even","56.88528","154.1217","GOA","AK",1978,2008,16,3922000,5e+06,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"230",196,"Pink-Odd","Alitak-Pink-Odd","56.88528","154.1217","GOA","AK",1979,2009,16,7592000,14652000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"1101",197,"Pink-Even","E Kod-Pink-Even","57.089858","153.187928","GOA","AK",1978,2008,16,3717970,7197847,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"231",198,"Pink-Odd","E Kod-Pink-Odd","57.089858","153.187928","GOA","AK",1979,2009,16,5426000,13951000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"1102",199,"Pink-Even","Mainland Kod-Pink-Even","58.03333","154.6644","GOA","AK",1978,2008,16,1804000,3550000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"232",200,"Pink-Odd","Mainland Kod-Pink-Odd","58.03333","154.6644","GOA","AK",1979,2009,16,7954000,7954000,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"1103",201,"Pink-Even","Chignik Bay-Pink-Even","56.38528","158.2261","GOA","AK",1962,2008,22,81400,311600,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"233",202,"Pink-Odd","Chignik Bay-Pink-Odd","56.38528","158.2261","GOA","AK",1963,2009,21,180500,313600,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"1104",203,"Pink-Even","Central Chig-Pink-Even","56.59639","157.9933","GOA","AK",1962,2008,24,257000,534770,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"234",204,"Pink-Odd","Central Chig-Pink-Odd","56.59639","157.9933","GOA","AK",1963,2009,24,715500,1198175,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"1105",205,"Pink-Even","E Chig-Pink-Even","56.98528","156.5806","GOA","AK",1962,2008,24,1318100,2011766,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"235",206,"Pink-Odd","E Chig-Pink-Odd","56.98528","156.5806","GOA","AK",1963,2009,24,1470200,1567638,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"1106",207,"Pink-Even","W Chig-Pink-Even","56.06667","158.6756","GOA","AK",1962,2008,24,333400,1373782,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"236",208,"Pink-Odd","W Chig-Pink-Odd","56.06667","158.6756","GOA","AK",1963,2009,24,554700,1346418,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"1107",209,"Pink-Even","Perryville-Pink-Even","55.85417","159.3314","GOA","AK",1962,2008,24,395700,592547,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"237",210,"Pink-Odd","Perryville-Pink-Odd","55.85417","159.3314","GOA","AK",1963,2009,24,582100,1480800,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,""
"1108",211,"Pink-Even","SE-SC AKPen-Pink-Even","55.5","161","BS","AK",1962,2008,24,5969710,11076199,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"Sum of Southeastern and Southcentral Districts"
"238",212,"Pink-Odd","SE-SC AKPen-Pink-Odd","55.5","161","BS","AK",1963,2009,24,4404450,15767364,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"Sum of Southeastern and Southcentral Districts"
"1109",213,"Pink-Even","SW-Unimak-Pink-Even","54.5","163.5","BS","AK",1962,2008,24,2341700,5961135,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"Sum of Southwestern and Unimak Districts"
"239",214,"Pink-Odd","SW-Unimak-Pink-Odd","54.5","163.5","BS","AK",1963,2009,24,2001850,6762894,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"Sum of Southwestern and Unimak Districts"
"1110",215,"Pink-Even","NW AKPen-Pink-Even","54.982","163.37","BS","AK",1962,2008,23,216600,558182,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"240",216,"Pink-Odd","NW AKPen-Pink-Odd","54.982","163.37","BS","AK",1963,2009,24,74400,349253,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,""
"1111",217,"Pink-Even","Nushagak-Pink-Even","58.62222","158.5911","BS","AK",1958,2002,23,9161784,13510120,NA,NA,""
"1112",218,"Pink-Even","Unalakleet-Pink-Even","63.86944","160.7878","BS","AK",1970,2002,13,458387,637424,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,""
"241",219,"Pink-Odd","Unalakleet-Pink-Odd","63.86944","160.7878","BS","AK",1973,2009,15,381150,406597,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,""
"1113",220,"Pink-Even","Nome-Pink-Even","64.4828","165.305","BS","AK",1972,2008,19,2212155,2229337,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,""
"242",221,"Pink-Odd","Nome-Pink-Odd","64.4828","165.305","BS","AK",1971,2009,20,920500,925575,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,""
"1114",222,"Pink-Even","Moses-Norton-Pink-Even","52.45","129.1","BS","AK",1964,2008,23,1288531,1342124,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,"Sum of Moses Point and Norton Bay Subdistricts"
"243",223,"Pink-Odd","Moses-Norton-Pink-Odd","52.45","129.1","BS","AK",1963,2009,24,770401,774122,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard, J., J. Soong, and S. Kent. 2011. 2009 Annual Management Report Norton Sound, Port Clarence, and Kotzebue. Technical report, Fishery Management Report No. 11-46, Alaska Department of Fish and Game",NA,"Sum of Moses Point and Norton Bay Subdistricts"
"1115",224,"Pink-Even","East Haida Gwaii-Pink-Even","52.45","129.1","WC","BC",1954,2018,33,1479993.322,2436253.378,NA,NA,""
"244",225,"Pink-Odd","East Haida Gwaii-Pink-Odd","52.45","129.1","WC","BC",1955,2019,33,284211.8842,289976.9161,NA,NA,""
"1116",226,"Pink-Even","West Haida Gwaii-Pink-Even","52.45","129.1","WC","BC",1954,2018,33,665685.0031,1204238.259,NA,NA,""
"1117",227,"Pink-Even","Hecate Lowlands-Pink-Even","52.45","129.1","WC","BC",1954,2018,33,1397904.068,4919482.592,NA,NA,""
"1118",228,"Pink-Even","Hecate Strait-Fjords (even)-Pink-Even","52.45","129.1","WC","BC",1954,2018,33,10716161.57,32855873.49,NA,NA,""
"1119",229,"Pink-Even","Nass-Skeena Estuary (even)-Pink-Even","52.45","129.1","WC","BC",1954,2018,33,3624384.153,18782678.19,NA,NA,""
"1120",230,"Pink-Even","Middle-Upper Skeena (even)-Pink-Even","52.45","129.1","WC","BC",1954,2018,33,1593104.759,2834631.42,NA,NA,""
"1121",231,"Pink-Even","North Haida Gwaii-Pink-Even","52.45","129.1","WC","BC",1954,2018,32,4417163.744,4925890.744,NA,NA,""
"1122",232,"Pink-Odd","Hecate Strait-Lowlands-Pink-Odd","52.45","129.1","WC","BC",1955,2019,33,1948209.547,2296726.5,NA,NA,""
"1123",233,"Pink-Odd","Hecate Strait-Fjords (odd)-Pink-Odd","52.45","129.1","WC","BC",1955,2019,33,6315996.61,8376430.179,NA,NA,""
"1124",234,"Pink-Odd","Nass-Skeena Estuary (odd)-Pink-Odd","52.45","129.1","WC","BC",1955,2019,33,847286.4997,4070629.561,NA,NA,""
"1125",235,"Pink-Odd","Middle-Upper Skeena (odd)-Pink-Odd","52.45","129.1","WC","BC",1955,2019,33,3668050.01,4455502.931,NA,NA,""
"1126",236,"Pink-Odd","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean-Pink-Odd","52.45","129.1","WC","BC",1955,2019,32,5381235.79,5470373.489,NA,NA,""
"1127",237,"Pink-Even","Georgia Strait (even)-Pink-Even","52.45","129.1","WC","BC",1954,2014,31,2089904,2330604,NA,NA,""
"1128",238,"Pink-Even","Southern Fjords (even)-Pink-Even","50.88","126.61","WC","BC",1954,2014,31,5365526,5905014,NA,NA,""
"1129",239,"Pink-Odd","Georgia Strait (odd)-Pink-Odd","52.45","129.1","WC","BC",1957,2013,29,3485946,4429012,NA,NA,""
"1130",240,"Chinook","Ayakulik-Chinook","57.1978276","-154.53849","GOA","AK",1977,2009,33,24425,31883,"Fishery Manuscript Series No. 16-09: Review of Salmon Escapement Goals in the Kodiak
Management Area, 2016 ","http://www.adfg.alaska.gov/static/regulations/regprocess/fisheriesboard/pdfs/2016-2017/kodiak/FMS16-09.pdf",NA
"1131",241,"Chinook","Karluk-Chinook","57.563","-154.3843","GOA","AK",1976,2009,34,13742,19443,"Fishery Manuscript Series No. 16-09: Review of Salmon Escapement Goals in the Kodiak
Management Area, 2016 ","http://www.adfg.alaska.gov/static/regulations/regprocess/fisheriesboard/pdfs/2016-2017/kodiak/FMS16-09.pdf",NA
"1132",242,"Chinook","Chignik-Chinook","56.2615981","-158.71224","GOA","AK",1980,2008,29,7633,12008,"Fishery Manuscript Series No. 15-02: Review of Salmon Escapement Goals in the Chignik
Management Area, 2015 ","http://www.adfg.alaska.gov/FedAidPDFs/FMS15-02.pdf",NA
"1133",243,"Chinook","Nelson-Chinook","55.810523","-161.25646","GOA","AK",1981,1996,16,12561,11131,"Fishery Manuscript No. 06-03: Review of Salmon Escapement Goals in the Alaska
Peninsula and Aleutian Islands Management Areas
Report to the Alaska Board of Fisheries, 2004","http://www.sf.adfg.state.ak.us/FedAidPDFs/fms06-03.pdf",NA
"1134",244,"Chinook","Goodnews-Chinook","59.15992","-160.6119","BS","AK",1981,2001,21,6027,9084,"Fishery Data Series No. 10-08: Goodnews River Salmon Monitoring and Assessment,
2008 ","http://www.adfg.alaska.gov/FedAidPDFs/FDS10-08.pdf",NA
"1135",245,"Chinook","Andrew Creek-Chinook","56.63997","-132.2","GOA","AK",1979,2004,14,3068,3612,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska","http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf",NA
"1136",246,"Chinook","Chickamin-Chinook","55.8174772","-130.93326","GOA","AK",1985,2004,20,8097,9337,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska","http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf",NA
"1137",247,"Chinook","Chilkat-Chinook","59.3721353","-135.94325","GOA","AK",1991,1997,7,8100,12932,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska","http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf",NA
"1138",248,"Chinook","King Salmon River-Chinook","58.0420026","-134.34145","GOA","AK",1982,2004,17,389,409,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska","http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf",NA
"1139",249,"Chinook","Stikine-Chinook","56.6917175","-132.21863","GOA","AK",1977,1997,21,58962,110134,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska","http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf",NA
"1140",250,"Chinook","Unuk-Chinook","56.0768125","-131.077","GOA","AK",1982,2004,21,10541,17147,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska","http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf",NA
"1141",251,"Chinook","Alsek/Klukshu-Chinook","60.11632","-137.033","GOA","AK",1976,1990,15,3104,8320,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska","http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf",NA
