CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-20-08,SX,Mcdonell,2010,"1,918",1.00,"1,918",1.00,"1,918",2.00,"3,836",354,8.3%,"4,190",406,9.6%,"4,242",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2011,"1,859",1.00,"1,859",1.00,"1,859",2.00,"3,719",542,12.5%,"4,260",623,14.3%,"4,341",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2012,"1,970",1.00,"1,970",1.00,"1,970",2.00,"3,940",461,10.3%,"4,401",554,12.3%,"4,494",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2013,"1,660",1.00,"1,660",1.00,"1,660",2.00,"3,320",216,6.1%,"3,536",250,7.0%,"3,570",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2014,"2,110",1.00,"2,110",1.00,"2,110",2.00,"4,220",391,8.4%,"4,611",445,9.5%,"4,665",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2015,"7,284",1.00,"7,284",1.00,"7,284",2.00,"14,568",728,4.7%,"15,296",982,6.3%,"15,550",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2016,"4,462",1.00,"4,462",1.00,"4,462",2.00,"8,924","1,008",9.7%,"9,932","1,431",13.8%,"10,355",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2017,"3,549",1.00,"3,549",1.00,"3,549",2.00,"7,097",38,0.5%,"7,135",105,1.5%,"7,202",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2018,"1,709",1.00,"1,709",1.00,"1,709",2.00,"3,417",139,3.9%,"3,556",153,4.3%,"3,570",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2019,"2,084",1.00,"2,084",1.00,"2,084",2.00,"4,168",284,6.3%,"4,451",370,8.2%,"4,538",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2020,129,1.00,129,1.00,129,2.00,258,12,4.3%,270,15,5.6%,273,3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2021,"2,724",1.00,"2,724",1.00,"2,724",2.00,"5,448",259,4.4%,"5,707",387,6.6%,"5,835",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-20-08,SX,Mcdonell,2022,"2,365",1.00,"2,365",1.00,"2,365",2.00,"4,730",315,6.2%,"5,045",352,6.9%,"5,082",3.00,5.00,5.00,Zymoetz,[LOOKUP CU],Sockeye Model,04
SX_L-21-02-EW,SX,Babine-Early-Wild,1960,"42,485",1.00,"42,485",1.00,"42,485",1.00,"42,485","32,072",38.1%,"74,557","41,729",49.6%,"84,214",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1961,"133,007",1.00,"133,007",1.00,"133,007",1.00,"133,007","112,888",45.1%,"245,895","117,101",46.8%,"250,108",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1962,"21,587",1.00,"21,587",1.00,"21,587",1.00,"21,587","19,775",44.7%,"41,362","22,618",51.2%,"44,205",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1963,"77,002",1.00,"77,002",1.00,"77,002",1.00,"77,002","26,307",23.4%,"103,309","35,247",31.4%,"112,249",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1964,"68,409",1.00,"68,409",1.00,"68,409",1.00,"68,409","57,654",42.6%,"126,063","67,009",49.5%,"135,418",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1965,"29,888",1.00,"29,888",1.00,"29,888",1.00,"29,888","15,969",31.0%,"45,857","21,680",42.0%,"51,568",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1966,"31,977",1.00,"31,977",1.00,"31,977",1.00,"31,977","42,224",55.1%,"74,201","44,723",58.3%,"76,700",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1967,"95,242",1.00,"95,242",1.00,"95,242",1.00,"95,242","144,179",54.5%,"239,421","169,431",64.0%,"264,672",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1968,"62,457",1.00,"62,457",1.00,"62,457",1.00,"62,457","76,256",52.9%,"138,713","81,622",56.7%,"144,079",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1969,"89,905",1.00,"89,905",1.00,"89,905",1.00,"89,905","70,800",42.1%,"160,705","78,292",46.5%,"168,197",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1970,"82,164",1.00,"82,164",1.00,"82,164",1.00,"82,164","69,462",44.9%,"151,625","72,567",46.9%,"154,730",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1971,"34,049",1.00,"34,049",1.00,"34,049",1.00,"34,049","34,026",49.1%,"68,075","35,223",50.8%,"69,272",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1972,"52,692",1.00,"52,692",1.00,"52,692",1.00,"52,692","51,761",47.0%,"104,453","57,351",52.1%,"110,043",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1973,"140,253",1.00,"140,253",1.00,"140,253",1.00,"140,253","182,137",54.4%,"322,389","194,370",58.1%,"334,623",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1974,"109,851",1.00,"109,851",1.00,"109,851",1.00,"109,851","175,234",59.1%,"285,085","186,460",62.9%,"296,311",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1975,"60,353",1.00,"60,353",1.00,"60,353",1.00,"60,353","37,382",37.7%,"97,735","38,854",39.2%,"99,207",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1976,"13,336",1.00,"13,336",1.00,"13,336",1.00,"13,336","13,848",48.7%,"27,183","15,119",53.1%,"28,455",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1977,"54,679",1.00,"54,679",1.00,"54,679",1.00,"54,679","56,282",47.7%,"110,961","63,434",53.7%,"118,113",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1978,"32,032",1.00,"32,032",1.00,"32,032",1.00,"32,032","34,981",48.2%,"67,012","40,537",55.9%,"72,569",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1979,"42,455",1.00,"42,455",1.00,"42,455",1.00,"42,455","41,467",46.7%,"83,922","46,254",52.1%,"88,709",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1980,"31,679",1.00,"31,679",1.00,"31,679",1.00,"31,679","27,811",39.4%,"59,490","38,830",55.1%,"70,510",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1981,"46,466",1.00,"46,466",1.00,"46,466",1.00,"46,466","48,035",48.3%,"94,501","52,988",53.3%,"99,454",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1982,"93,630",1.00,"93,630",1.00,"93,630",1.00,"93,630","136,221",55.8%,"229,851","150,425",61.6%,"244,055",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1983,"26,965",1.00,"26,965",1.00,"26,965",1.00,"26,965","18,101",35.7%,"45,066","23,750",46.8%,"50,715",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1984,"26,503",1.00,"26,503",1.00,"26,503",1.00,"26,503","20,733",41.3%,"47,236","23,711",47.2%,"50,214",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1985,"75,649",1.00,"75,649",1.00,"75,649",1.00,"75,649","62,668",42.8%,"138,317","70,641",48.3%,"146,290",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1986,"26,865",1.00,"26,865",1.00,"26,865",1.00,"26,865","23,160",41.4%,"50,025","29,097",52.0%,"55,962",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1987,"38,206",1.00,"38,206",1.00,"38,206",1.00,"38,206","19,119",32.2%,"57,325","21,081",35.6%,"59,287",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1988,"42,435",1.00,"42,435",1.00,"42,435",1.00,"42,435","50,034",49.3%,"92,469","58,990",58.2%,"101,425",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1989,"18,412",1.00,"18,412",1.00,"18,412",1.00,"18,412","14,660",40.2%,"33,073","18,064",49.5%,"36,476",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1990,"21,328",1.00,"21,328",1.00,"21,328",1.00,"21,328","18,730",41.7%,"40,058","23,631",52.6%,"44,959",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1991,"58,719",1.00,"58,719",1.00,"58,719",1.00,"58,719","62,817",46.5%,"121,536","76,276",56.5%,"134,995",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1992,"52,358",1.00,"52,358",1.00,"52,358",1.00,"52,358","68,538",51.9%,"120,897","79,812",60.4%,"132,171",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1993,"16,646",1.00,"16,646",1.00,"16,646",1.00,"16,646","21,781",53.3%,"38,427","24,234",59.3%,"40,880",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1994,"25,124",1.00,"25,124",1.00,"25,124",1.00,"25,124","22,647",42.0%,"47,771","28,854",53.5%,"53,979",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1995,"79,679",1.00,"79,679",1.00,"79,679",1.00,"79,679","109,406",53.6%,"189,085","124,561",61.0%,"204,240",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1996,"60,909",1.00,"60,909",1.00,"60,909",1.00,"60,909","100,819",58.7%,"161,727","110,722",64.5%,"171,630",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1997,"92,245",1.00,"92,245",1.00,"92,245",1.00,"92,245","176,164",58.2%,"268,409","210,495",69.5%,"302,740",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1998,"43,130",1.00,"43,130",1.00,"43,130",1.00,"43,130","27,521",35.3%,"70,651","34,834",44.7%,"77,964",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,1999,"63,692",1.00,"63,692",1.00,"63,692",1.00,"63,692","21,578",24.2%,"85,270","25,615",28.7%,"89,307",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2000,"84,558",1.00,"84,558",1.00,"84,558",1.00,"84,558","111,896",55.4%,"196,454","117,306",58.1%,"201,863",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2001,"232,802",1.00,"232,802",1.00,"232,802",1.00,"232,802","212,078",45.0%,"444,880","237,970",50.5%,"470,773",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2002,"29,324",1.00,"29,324",1.00,"29,324",1.00,"29,324","27,847",47.3%,"57,171","29,494",50.1%,"58,818",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2003,"55,028",1.00,"55,028",1.00,"55,028",1.00,"55,028","24,723",29.7%,"79,752","28,324",34.0%,"83,352",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2004,"39,546",1.00,"39,546",1.00,"39,546",1.00,"39,546","19,608",31.4%,"59,155","22,820",36.6%,"62,367",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2005,"25,141",1.00,"25,141",1.00,"25,141",1.00,"25,141","9,506",24.7%,"34,647","13,378",34.7%,"38,518",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2006,"40,874",1.00,"40,874",1.00,"40,874",1.00,"40,874","32,826",43.0%,"73,700","35,420",46.4%,"76,294",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2007,"52,862",1.00,"52,862",1.00,"52,862",1.00,"52,862","27,633",30.4%,"80,495","37,888",41.7%,"90,750",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2008,"28,667",1.00,"28,667",1.00,"28,667",1.00,"28,667","25,240",46.3%,"53,908","25,906",47.5%,"54,574",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2009,"20,503",1.00,"20,503",1.00,"20,503",1.00,"20,503","6,419",22.9%,"26,923","7,521",26.8%,"28,024",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2010,"20,455",1.00,"20,455",1.00,"20,455",1.00,"20,455","8,116",27.6%,"28,571","8,927",30.4%,"29,382",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2011,"64,622",1.00,"64,622",1.00,"64,622",1.00,"64,622","35,257",33.6%,"99,879","40,459",38.5%,"105,080",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2012,"60,983",1.00,"60,983",1.00,"60,983",1.00,"60,983","33,802",35.0%,"94,785","35,688",36.9%,"96,671",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2013,"8,760",1.00,"8,760",1.00,"8,760",1.00,"8,760","2,103",18.9%,"10,863","2,359",21.2%,"11,118",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2014,"20,322",1.00,"20,322",1.00,"20,322",1.00,"20,322","7,297",24.7%,"27,619","9,186",31.1%,"29,508",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2015,"52,239",1.00,"52,239",1.00,"52,239",1.00,"52,239","10,353",14.8%,"62,592","17,572",25.2%,"69,810",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2016,"41,607",1.00,"41,607",1.00,"41,607",1.00,"41,607","22,329",29.6%,"63,937","33,915",44.9%,"75,522",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2017,"28,036",1.00,"28,036",1.00,"28,036",1.00,"28,036","1,751",5.5%,"29,787","3,568",11.3%,"31,604",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2018,"11,857",1.00,"11,857",1.00,"11,857",1.00,"11,857","2,083",14.3%,"13,941","2,753",18.8%,"14,610",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2019,"6,980",1.00,"6,980",1.00,"6,980",1.00,"6,980","1,349",13.6%,"8,330","2,930",29.6%,"9,910",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2020,"14,328",1.00,"14,328",1.00,"14,328",1.00,"14,328","2,089",11.6%,"16,417","3,608",20.1%,"17,936",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2021,"26,668",1.00,"26,668",1.00,"26,668",1.00,"26,668","3,757",9.3%,"30,426","13,905",34.3%,"40,573",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-EW,SX,Babine-Early-Wild,2022,"34,343",1.00,"34,343",1.00,"34,343",1.00,"34,343","7,858",17.2%,"42,200","11,393",24.9%,"45,736",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1960,"44,721",1.00,"44,721",1.00,"44,721",1.00,"44,721","47,290",44.5%,"92,011","61,529",57.9%,"106,250",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1961,"218,146",1.00,"218,146",1.00,"218,146",1.00,"218,146","254,122",52.7%,"472,268","263,606",54.7%,"481,753",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1962,"99,536",1.00,"99,536",1.00,"99,536",1.00,"99,536","129,443",52.3%,"228,979","148,051",59.8%,"247,587",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1963,"177,106",1.00,"177,106",1.00,"177,106",1.00,"177,106","76,631",27.4%,"253,737","102,673",36.7%,"279,779",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1964,"186,458",1.00,"186,458",1.00,"186,458",1.00,"186,458","220,005",49.8%,"406,463","255,703",57.8%,"442,161",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1965,"176,199",1.00,"176,199",1.00,"176,199",1.00,"176,199","125,357",36.2%,"301,556","170,191",49.1%,"346,390",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1966,"58,581",1.00,"58,581",1.00,"58,581",1.00,"58,581","118,315",64.3%,"176,896","125,316",68.1%,"183,897",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1967,"135,976",1.00,"135,976",1.00,"135,976",1.00,"135,976","343,711",63.7%,"479,687","403,908",74.8%,"539,884",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1968,"125,287",1.00,"125,287",1.00,"125,287",1.00,"125,287","229,324",61.9%,"354,611","245,461",66.2%,"370,748",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1969,"105,359",1.00,"105,359",1.00,"105,359",1.00,"105,359","113,663",49.2%,"219,022","125,691",54.4%,"231,050",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1970,"195,558",1.00,"195,558",1.00,"195,558",1.00,"195,558","227,040",52.5%,"422,598","237,189",54.8%,"432,747",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1971,"282,801",1.00,"282,801",1.00,"282,801",1.00,"282,801","400,099",57.4%,"682,900","414,182",59.4%,"696,983",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1972,"209,478",1.00,"209,478",1.00,"209,478",1.00,"209,478","294,571",55.0%,"504,049","326,382",60.9%,"535,860",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1973,"237,309",1.00,"237,309",1.00,"237,309",1.00,"237,309","517,937",63.6%,"779,422","552,724",67.9%,"814,209",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1974,"139,211",1.00,"139,211",1.00,"139,211",1.00,"139,211","409,661",69.1%,"566,483","435,905",73.5%,"592,727",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1975,"368,434",1.00,"368,434",1.00,"368,434",1.00,"368,434","384,882",44.0%,"858,835","400,037",45.8%,"873,990",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1976,"288,071",1.00,"288,071",1.00,"288,071",1.00,"288,071","482,962",56.9%,"804,827","527,314",62.1%,"849,179",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1977,"502,031",1.00,"502,031",1.00,"502,031",1.00,"502,031","833,912",55.7%,"1,391,477","939,890",62.8%,"1,497,456",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1978,"143,303",1.00,"143,303",1.00,"143,303",1.00,"143,303","403,301",56.3%,"651,836","467,365",65.3%,"715,900",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1979,"416,887",1.00,"416,887",1.00,"416,887",1.00,"416,887","757,265",54.6%,"1,298,747","844,681",60.9%,"1,386,163",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1980,"121,208",1.00,"121,208",1.00,"121,208",1.00,"121,208","231,168",46.1%,"409,899","322,766",64.4%,"501,497",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1981,"441,066",1.00,"441,066",1.00,"441,066",1.00,"441,066","1,169,153",56.4%,"1,950,726","1,289,728",62.3%,"2,071,302",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1982,"319,421",1.00,"319,421",1.00,"319,421",1.00,"319,421","1,325,553",63.7%,"1,930,995","1,475,147",70.9%,"2,080,589",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1983,"314,944",1.00,"314,944",1.00,"314,944",1.00,"314,944","418,668",36.7%,"954,262","604,776",53.0%,"1,140,370",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1984,"266,911",1.00,"266,911",1.00,"266,911",1.00,"266,911","495,267",48.3%,"930,356","589,645",57.5%,"1,024,735",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1985,"301,691",1.00,"301,691",1.00,"301,691",1.00,"301,691","991,043",49.5%,"1,814,184","1,180,376",58.9%,"2,003,516",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1986,"165,482",1.00,"165,482",1.00,"165,482",1.00,"165,482","278,399",42.4%,"544,485","390,632",59.5%,"656,718",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1987,"150,463",1.00,"150,463",1.00,"150,463",1.00,"150,463","246,275",40.4%,"577,421","277,884",45.6%,"609,029",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1988,"322,950",1.00,"322,950",1.00,"322,950",1.00,"322,950","1,027,188",51.2%,"1,726,726","1,305,951",65.1%,"2,005,489",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1989,"328,463",1.00,"328,463",1.00,"328,463",1.00,"328,463","661,167",40.6%,"1,379,127","911,251",55.9%,"1,629,210",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1990,"331,533",1.00,"331,533",1.00,"331,533",1.00,"331,533","677,831",46.8%,"1,204,847","921,814",63.6%,"1,448,831",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1991,"104,023",1.00,"104,023",1.00,"104,023",1.00,"104,023","316,372",50.6%,"518,486","422,869",67.7%,"624,983",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1992,"318,210",1.00,"318,210",1.00,"318,210",1.00,"318,210","545,047",53.4%,"863,257","701,827",68.8%,"1,020,036",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1993,"260,339",1.00,"260,339",1.00,"260,339",1.00,"260,339","725,388",53.8%,"1,196,048","877,000",65.1%,"1,347,660",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1994,"428,141",1.00,"428,141",1.00,"428,141",1.00,"428,141","677,550",40.3%,"1,314,091","1,045,819",62.2%,"1,682,359",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1995,"393,980",1.00,"393,980",1.00,"393,980",1.00,"393,980","1,805,199",57.7%,"2,722,153","2,209,442",70.7%,"3,126,397",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1996,"372,337",1.00,"372,337",1.00,"372,337",1.00,"372,337","3,094,292",70.1%,"4,011,595","3,496,379",79.2%,"4,413,682",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
SX_L-21-02-F,SX,Babine-Fulton,1997,"320,216",1.00,"320,216",1.00,"320,216",1.00,"320,216","1,186,868",57.8%,"1,675,629","1,565,965",76.2%,"2,054,726",5.00,5.00,5.00,,,[INPUT Sockeye Babine CUs],04
